cell	feat	expr_map	expr_ci_lower	expr_ci_upper
27	SLC7A11	4	2	13
27	GTF3C4	0	0	6
27	PTPN14	22	14	37
27	DOCK7	6	3	17
27	FLNB	0	0	6
27	PHIP	5	2	16
27	TNC	34	24	50
27	TNRC6A	4	2	13
27	FLNC	67	52	87
27	MALAT1	41	29	58
27	ZFC3H1	4	2	14
27	H6PD	4	2	14
27	KIDINS220	2	1	10
27	KPNA4	0	0	6
27	SMARCA5	0	0	5
27	USP34	0	0	7
27	PIK3CA	9	4	21
27	HEATR5B	0	0	7
27	C14orf132	6	3	15
27	PCNX	2	1	10
27	SRRM2	23	15	37
27	CBX5	0	0	5
27	GTF3C1	13	7	24
27	IGF2R	14	8	25
27	BRCA2	0	0	7
27	CASC5	0	0	7
27	ASCC3	4	2	14
27	NUP98	5	2	15
27	ANKRD52	0	0	6
27	TEAD1	14	8	24
27	LYST	5	2	15
27	HIVEP1	4	2	13
27	AGPS	0	0	7
27	NRIP1	0	0	6
27	CACNA1A	19	11	35
27	QSER1	0	0	8
27	LRP1	20	12	33
27	ZKSCAN2	4	2	14
27	COL7A1	0	0	6
27	ATP11A	0	0	7
27	MAN1A2	2	1	11
27	USP9X	9	4	21
27	SVEP1	6	3	15
27	PIEZO1	2	1	9
27	ZC3H13	4	2	13
27	PAPPA	9	4	20
27	FBN2	84	68	105
27	TMOD2	0	0	6
27	COL5A1	88	69	111
27	GPR107	8	4	18
27	CHD8	13	6	28
27	LMTK2	0	0	8
27	TLN1	31	21	47
27	ALPK2	22	14	37
27	DNAJC13	0	0	6
27	NR4A1	0	0	6
27	DYNC1H1	32	22	48
27	CKAP5	4	2	14
27	POLQ	2	1	12
27	AKAP11	0	0	7
27	FOSB	8	4	19
27	PRRC2B	32	22	47
27	VPS13D	4	2	15
27	NKTR	10	5	21
27	KIAA1147	0	0	8
27	SON	40	28	57
27	CENPF	0	0	6
27	FBN1	59	45	78
27	ITGA2	2	1	10
27	DIP2C	2	1	10
27	HIVEP2	10	4	23
27	CREBBP	7	3	17
27	VPS13A	2	1	10
27	CBL	4	2	15
27	TPR	8	4	19
27	PRPF8	35	25	51
27	REV3L	0	0	6
27	SSH1	4	2	13
27	DIP2B	5	2	15
27	NF1	0	0	6
27	DSEL	4	2	14
27	THSD4	16	9	28
27	MKI67	0	0	5
27	NUMA1	20	12	37
27	HELZ2	0	0	7
27	RAB3B	4	2	13
27	EGFR	2	1	10
27	CEP250	4	2	15
27	FYCO1	22	14	36
27	FASN	0	0	7
27	SPTBN1	52	39	69
27	SLC5A3	0	0	6
33	NF1	0	0	6
33	FLNA	157	134	186
33	FOSB	8	4	19
33	CACNA1A	12	6	25
33	PIK3CA	4	2	14
33	THBS1	169	148	195
33	KIDINS220	7	3	18
33	FAM208B	0	0	7
33	UBR5	2	1	9
33	TNC	8	4	18
33	SLC5A3	0	0	6
33	HIVEP1	4	2	13
33	FZD4	0	0	7
33	CBX5	0	0	5
33	DOCK7	0	0	6
33	PLXNA1	0	0	6
33	DNAJC13	2	1	9
33	SPTAN1	26	17	41
33	PHIP	0	0	7
33	CASC5	0	0	7
33	PRRC2B	30	20	45
33	THSD4	0	0	6
33	ANKRD52	0	0	6
33	ABCA2	0	0	6
33	GPR107	4	2	12
33	NUP98	5	2	15
33	PRKDC	2	1	10
33	MED14	0	0	6
33	HEATR5B	2	1	12
33	SPTBN1	8	4	17
33	HERC2	0	0	7
33	PCNX	6	3	16
33	ZC3H13	0	0	6
33	STARD9	0	0	7
33	LYST	0	0	7
33	FRY	0	0	8
33	MKI67	0	0	5
33	SVEP1	23	15	37
33	UBR2	2	1	13
33	DIEXF	0	0	6
33	AMOTL1	33	21	52
33	AFAP1	4	2	15
33	AKAP11	0	0	7
33	MYH10	0	0	5
33	LMTK2	0	0	8
33	HIVEP2	0	0	7
33	FASN	7	3	19
33	ATP11A	0	0	7
33	PDS5A	0	0	7
33	KIAA2018	2	1	10
33	NRIP1	0	0	6
33	CKAP5	9	4	20
33	NKTR	0	0	5
33	REV3L	0	0	6
33	H6PD	4	2	14
33	VPS13D	0	0	7
33	ZKSCAN2	0	0	6
33	COL7A1	0	0	6
33	QSER1	0	0	8
33	SLC7A11	0	0	6
33	VCAN	21	13	35
33	USP9X	2	1	10
33	KIAA1147	0	0	8
33	ROCK2	2	1	8
33	SMARCA5	8	4	18
33	TPR	6	3	16
33	AFF4	15	8	29
33	ASCC3	4	2	14
33	MALAT1	2	1	9
33	POLQ	0	0	7
33	USP24	0	0	7
33	CHD8	0	0	8
33	SCUBE3	0	0	6
33	GTF3C4	2	1	10
33	ZFC3H1	0	0	7
33	NOTCH2	4	2	14
33	CREBBP	7	3	17
33	FBN1	45	33	62
33	NUMA1	23	14	40
33	ARL10	0	0	7
33	PIEZO1	4	2	13
33	USP34	0	0	7
33	PTPN14	25	16	39
33	SRRM2	28	18	42
33	IGF2R	14	8	25
33	KIAA1462	6	3	15
33	TNRC6A	0	0	6
33	BRCA2	0	0	7
33	DOPEY1	0	0	7
33	FLNB	2	1	10
33	SSH1	6	3	16
33	TMOD2	0	0	6
33	RNF169	0	0	7
33	FBN2	30	21	44
33	NR4A1	0	0	6
33	DIP2C	2	1	10
33	FYCO1	0	0	6
33	LUZP1	0	0	7
33	ITGA2	2	1	10
33	PAPPA	34	23	51
33	PRPF8	59	45	78
33	CENPF	0	0	6
33	FLNC	14	8	26
33	CEP250	0	0	7
33	DYNC1H1	6	3	16
33	EGFR	4	2	13
33	KIAA1199	33	23	47
33	RAB3B	0	0	6
33	KPNA4	2	1	10
33	MAN1A2	0	0	7
33	TLN1	20	12	33
33	COL5A1	17	10	30
33	ALPK2	0	0	6
33	IQGAP1	6	3	14
33	PRKCA	0	0	7
33	LRP1	13	7	25
33	TEAD1	12	6	22
33	DIP2B	0	0	7
33	SLC38A1	0	0	6
33	ALMS1	0	0	6
33	CBL	2	1	11
33	VPS13A	4	2	13
33	HELZ2	2	1	11
33	SIPA1L3	2	1	9
33	C17orf51	0	0	6
33	SON	6	3	16
33	C14orf132	4	2	12
33	AGPS	0	0	7
33	DSEL	0	0	6
33	GTF3C1	13	7	24
58	AGPS	2	1	11
58	PRKCA	14	7	28
58	HIVEP2	10	4	23
58	DOCK7	0	0	6
58	IGF2R	2	1	9
58	PAPPA	6	3	17
58	SLC5A3	0	0	6
58	HERC2	2	1	11
58	MYH10	34	24	48
58	FASN	2	1	11
58	DIEXF	0	0	6
58	ITGA2	11	5	23
58	PRPF8	23	15	36
58	FBN1	41	30	57
58	ATP11A	0	0	7
58	PCNX	4	2	13
58	KIDINS220	0	0	6
58	PDS5A	2	1	11
58	DNAJC13	4	2	12
58	STARD9	0	0	7
58	HIVEP1	4	2	13
58	SLC7A11	0	0	6
58	NRIP1	6	3	16
58	GPR107	2	1	9
58	ANKRD52	2	1	9
58	NKTR	0	0	5
58	H6PD	2	1	10
58	ROCK2	2	1	8
58	CKAP5	4	2	14
58	LRP1	2	1	10
58	PIK3CA	0	0	7
58	QSER1	0	0	8
58	SPTBN1	22	14	34
58	IQGAP1	2	1	8
58	AFF4	0	0	7
58	SLC38A1	0	0	6
58	LUZP1	2	1	12
58	NUMA1	26	16	43
58	NR4A1	0	0	6
58	VPS13D	0	0	7
58	CENPF	2	1	10
58	DOPEY1	0	0	7
58	TNRC6A	2	1	10
58	PTPN14	11	5	22
58	KIAA2018	0	0	6
58	SON	4	2	13
58	FOSB	0	0	6
58	TPR	2	1	9
58	ZKSCAN2	2	1	10
58	DIP2B	0	0	7
58	THSD4	9	4	20
58	HEATR5B	0	0	7
58	ALMS1	0	0	6
58	SIPA1L3	4	2	13
58	CHD8	0	0	8
58	KIAA1199	21	14	33
58	PIEZO1	2	1	9
58	SSH1	4	2	13
58	FLNA	170	145	199
58	CASC5	0	0	7
58	ALPK2	2	1	10
58	MALAT1	10	5	21
58	HELZ2	0	0	7
58	VCAN	0	0	5
58	NF1	0	0	6
58	PRKDC	4	2	13
58	C14orf132	2	1	9
58	CBX5	6	3	15
58	VPS13A	2	1	10
58	CREBBP	7	3	17
58	AKAP11	0	0	7
58	COL7A1	2	1	10
58	KIAA1147	5	2	18
58	TLN1	24	15	39
58	LMTK2	0	0	8
58	ARL10	0	0	7
58	PLXNA1	4	2	13
58	REV3L	0	0	6
58	FZD4	0	0	7
58	TEAD1	12	6	22
58	ABCA2	0	0	6
58	COL5A1	74	58	96
58	MAN1A2	2	1	11
58	FBN2	144	123	171
58	C17orf51	0	0	6
58	SMARCA5	19	11	31
58	DIP2C	2	1	10
58	GTF3C4	0	0	6
58	ZFC3H1	0	0	7
58	TNC	6	3	15
58	SCUBE3	13	7	26
58	RAB3B	2	1	10
58	USP34	0	0	7
58	BRCA2	7	3	19
58	SVEP1	6	3	15
58	MKI67	0	0	5
58	ASCC3	2	1	10
58	MED14	0	0	6
58	THBS1	411	377	448
58	NUP98	10	4	22
58	PRRC2B	21	13	34
58	GTF3C1	23	15	37
58	ZC3H13	4	2	13
58	RNF169	0	0	7
58	AFAP1	7	3	18
58	PHIP	0	0	7
58	FRY	0	0	8
58	USP9X	0	0	6
58	NOTCH2	11	5	23
58	DSEL	0	0	6
58	CEP250	0	0	7
58	FLNC	18	11	31
58	UBR2	0	0	8
58	UBR5	2	1	9
58	TMOD2	0	0	6
58	SPTAN1	35	24	51
58	CACNA1A	2	1	11
58	KIAA1462	10	5	21
58	FAM208B	12	6	24
58	POLQ	0	0	7
58	EGFR	6	3	16
58	FYCO1	6	3	16
58	DYNC1H1	8	4	19
58	LYST	0	0	7
58	CBL	4	2	15
58	SRRM2	43	31	60
58	USP24	0	0	7
58	KPNA4	0	0	6
58	AMOTL1	2	1	11
58	FLNB	42	30	61
43	LYST	0	0	7
43	KIAA1147	2	1	14
43	FAM208B	2	1	11
43	IGF2R	2	1	9
43	FASN	2	1	11
43	ALMS1	0	0	6
43	THSD4	2	1	10
43	CHD8	0	0	8
43	ZFC3H1	0	0	7
43	STARD9	0	0	7
43	FLNC	6	3	15
43	CEP250	2	1	11
43	H6PD	0	0	6
43	HIVEP1	2	1	10
43	SVEP1	0	0	5
43	CENPF	0	0	6
43	DOCK7	4	2	13
43	NUP98	5	2	15
43	VCAN	4	2	12
43	MAN1A2	5	2	15
43	CKAP5	7	3	17
43	DYNC1H1	26	17	41
43	NUMA1	0	0	7
43	DIP2C	2	1	10
43	ZC3H13	0	0	6
43	USP24	0	0	7
43	TLN1	8	4	19
43	USP9X	2	1	10
43	GPR107	6	3	15
43	DSEL	0	0	6
43	C14orf132	4	2	12
43	QSER1	0	0	8
43	IQGAP1	38	27	54
43	FRY	0	0	8
43	TNC	2	1	9
43	NKTR	0	0	5
43	RNF169	2	1	12
43	DOPEY1	0	0	7
43	HERC2	2	1	11
43	KIAA1199	15	9	26
43	FLNB	4	2	14
43	HEATR5B	0	0	7
43	AFF4	2	1	11
43	SSH1	4	2	13
43	PHIP	0	0	7
43	UBR5	0	0	5
43	CREBBP	0	0	6
43	MALAT1	4	2	12
43	AFAP1	2	1	11
43	SPTAN1	22	13	35
43	FLNA	155	132	183
43	CBX5	6	3	15
43	PIEZO1	0	0	6
43	ARL10	0	0	7
43	TMOD2	0	0	6
43	GTF3C1	6	3	15
43	PRKDC	4	2	13
43	ATP11A	0	0	7
43	PDS5A	0	0	7
43	DIP2B	0	0	7
43	SCUBE3	6	3	16
43	TPR	4	2	13
43	UBR2	0	0	8
43	SPTBN1	14	8	24
43	GTF3C4	2	1	10
43	FZD4	0	0	7
43	DNAJC13	2	1	9
43	MYH10	18	11	29
43	SIPA1L3	2	1	9
43	CBL	0	0	7
43	VPS13A	0	0	6
43	KIAA2018	0	0	6
43	CASC5	0	0	7
43	SLC7A11	0	0	6
43	THBS1	153	133	177
43	SLC38A1	0	0	6
43	REV3L	2	1	10
43	SRRM2	15	8	27
43	PTPN14	9	4	19
43	POLQ	0	0	7
43	SLC5A3	0	0	6
43	KIDINS220	0	0	6
43	ABCA2	0	0	6
43	FOSB	8	4	19
43	ZKSCAN2	0	0	6
43	BRCA2	0	0	7
43	AMOTL1	10	4	22
43	HIVEP2	0	0	7
43	MKI67	0	0	5
43	LRP1	4	2	13
43	ALPK2	2	1	10
43	COL5A1	52	39	71
43	COL7A1	0	0	6
43	SMARCA5	6	3	15
43	HELZ2	0	0	7
43	FBN2	58	45	76
43	ASCC3	2	1	10
43	FYCO1	6	3	16
43	PRRC2B	19	11	32
43	NRIP1	0	0	6
43	C17orf51	0	0	6
43	LUZP1	0	0	7
43	AGPS	0	0	7
43	DIEXF	0	0	6
43	TEAD1	2	1	8
43	SON	4	2	13
43	LMTK2	0	0	8
43	NOTCH2	7	3	17
43	PLXNA1	0	0	6
43	NR4A1	0	0	6
43	FBN1	12	6	22
43	PRPF8	29	20	44
43	ANKRD52	0	0	6
43	ITGA2	0	0	6
43	EGFR	2	1	10
43	AKAP11	0	0	7
43	KIAA1462	21	13	34
43	PAPPA	0	0	6
43	PIK3CA	7	3	18
43	PRKCA	0	0	7
43	TNRC6A	4	2	13
43	NF1	0	0	6
43	VPS13D	0	0	7
43	USP34	0	0	7
43	RAB3B	0	0	6
43	MED14	0	0	6
43	ROCK2	6	3	14
43	CACNA1A	2	1	11
43	KPNA4	0	0	6
43	PCNX	0	0	6
44	ALMS1	2	1	10
44	NUMA1	13	6	26
44	ROCK2	10	5	20
44	SLC38A1	2	1	9
44	PAPPA	0	0	6
44	NKTR	0	0	5
44	FRY	0	0	8
44	UBR5	0	0	5
44	ATP11A	0	0	7
44	AFAP1	7	3	18
44	HIVEP2	0	0	7
44	PRRC2B	38	27	55
44	FBN1	32	23	47
44	ZKSCAN2	0	0	6
44	TLN1	42	30	60
44	EGFR	4	2	13
44	SON	40	28	57
44	BRCA2	0	0	7
44	HIVEP1	0	0	6
44	POLQ	0	0	7
44	DIEXF	0	0	6
44	LYST	0	0	7
44	CACNA1A	0	0	7
44	GPR107	23	15	36
44	DNAJC13	4	2	12
44	ZC3H13	6	3	16
44	SLC7A11	0	0	6
44	NRIP1	0	0	6
44	FLNA	108	89	132
44	PLXNA1	0	0	6
44	AGPS	0	0	7
44	PRKDC	11	5	23
44	RNF169	2	1	12
44	UBR2	2	1	13
44	ASCC3	0	0	6
44	COL7A1	0	0	6
44	CREBBP	7	3	17
44	TEAD1	24	16	37
44	FASN	0	0	7
44	ABCA2	0	0	6
44	CBX5	4	2	12
44	THBS1	23	16	34
44	SVEP1	0	0	5
44	AFF4	0	0	7
44	TMOD2	0	0	6
44	HERC2	2	1	11
44	FYCO1	11	5	22
44	SLC5A3	0	0	6
44	STARD9	2	1	11
44	HELZ2	0	0	7
44	PIK3CA	0	0	7
44	KPNA4	0	0	6
44	SPTBN1	54	41	72
44	IGF2R	4	2	12
44	ZFC3H1	0	0	7
44	ITGA2	0	0	6
44	TNRC6A	16	9	29
44	REV3L	0	0	6
44	SSH1	0	0	6
44	LRP1	15	9	28
44	QSER1	0	0	8
44	H6PD	2	1	10
44	PTPN14	9	4	19
44	PRKCA	14	7	28
44	LMTK2	0	0	8
44	ANKRD52	4	2	12
44	VCAN	0	0	5
44	FBN2	2	1	8
44	RAB3B	2	1	10
44	DIP2C	9	4	20
44	FLNB	4	2	14
44	FOSB	0	0	6
44	NOTCH2	4	2	14
44	KIAA1147	0	0	8
44	NF1	2	1	11
44	MKI67	78	62	100
44	FLNC	31	21	46
44	DOCK7	0	0	6
44	LUZP1	0	0	7
44	AKAP11	0	0	7
44	MAN1A2	0	0	7
44	GTF3C4	0	0	6
44	PCNX	0	0	6
44	ALPK2	2	1	10
44	MALAT1	2	1	9
44	IQGAP1	0	0	5
44	CKAP5	49	35	69
44	DIP2B	2	1	11
44	NUP98	47	33	68
44	USP24	0	0	7
44	PHIP	0	0	7
44	PRPF8	33	23	49
44	SCUBE3	2	1	10
44	HEATR5B	0	0	7
44	CBL	2	1	11
44	PIEZO1	2	1	9
44	DOPEY1	0	0	7
44	TPR	19	12	33
44	C17orf51	0	0	6
44	KIAA1462	4	2	12
44	FZD4	0	0	7
44	CHD8	0	0	8
44	VPS13D	2	1	11
44	MYH10	14	8	24
44	SIPA1L3	8	4	19
44	KIAA1199	0	0	5
44	GTF3C1	13	7	24
44	VPS13A	0	0	6
44	FAM208B	12	6	24
44	PDS5A	2	1	11
44	C14orf132	4	2	12
44	TNC	71	55	92
44	ARL10	0	0	7
44	CASC5	2	1	11
44	CEP250	7	3	18
44	DYNC1H1	57	42	76
44	COL5A1	0	0	6
44	SMARCA5	2	1	9
44	CENPF	49	36	69
44	MED14	2	1	10
44	SPTAN1	33	22	48
44	THSD4	0	0	6
44	KIAA2018	0	0	6
44	USP34	0	0	7
44	DSEL	0	0	6
44	AMOTL1	7	3	19
44	NR4A1	0	0	6
44	SRRM2	71	55	92
44	USP9X	7	3	17
44	KIDINS220	2	1	10
32	H6PD	2	1	10
32	KIAA1462	0	0	5
32	POLQ	0	0	7
32	NRIP1	0	0	6
32	CBL	2	1	11
32	DOCK7	2	1	10
32	UBR2	2	1	13
32	FAM208B	4	2	14
32	HELZ2	0	0	7
32	HIVEP1	0	0	6
32	NF1	0	0	6
32	SIPA1L3	2	1	9
32	NR4A1	0	0	6
32	ANKRD52	4	2	12
32	CHD8	0	0	8
32	PTPN14	38	27	56
32	NKTR	0	0	5
32	DNAJC13	2	1	9
32	ITGA2	2	1	10
32	DIP2C	6	3	17
32	AFAP1	2	1	11
32	SPTAN1	44	31	61
32	PRPF8	46	34	64
32	KIAA2018	0	0	6
32	REV3L	2	1	10
32	HERC2	9	4	21
32	IQGAP1	28	19	42
32	PRKCA	9	4	21
32	FOSB	4	2	13
32	PAPPA	9	4	20
32	USP24	0	0	7
32	ABCA2	0	0	6
32	SMARCA5	2	1	9
32	PHIP	0	0	7
32	MKI67	2	1	9
32	FZD4	0	0	7
32	GTF3C1	6	3	15
32	VPS13D	4	2	15
32	MALAT1	0	0	5
32	SPTBN1	16	9	27
32	SCUBE3	16	9	28
32	PRRC2B	27	18	42
32	FBN2	6	3	14
32	C14orf132	4	2	12
32	LRP1	31	21	47
32	ARL10	0	0	7
32	KIAA1199	3	2	11
32	ALPK2	0	0	6
32	DOPEY1	2	1	12
32	AKAP11	0	0	7
32	SON	20	12	33
32	VPS13A	0	0	6
32	FYCO1	0	0	6
32	LYST	0	0	7
32	FRY	0	0	8
32	ROCK2	2	1	8
32	MED14	0	0	6
32	THBS1	211	187	239
32	FBN1	72	56	92
32	RAB3B	4	2	13
32	GTF3C4	0	0	6
32	PDS5A	9	4	21
32	SLC5A3	0	0	6
32	DSEL	0	0	6
32	QSER1	0	0	8
32	PLXNA1	2	1	10
32	UBR5	0	0	5
32	TMOD2	0	0	6
32	SRRM2	54	40	73
32	ZC3H13	0	0	6
32	AFF4	2	1	11
32	DIP2B	0	0	7
32	THSD4	2	1	10
32	TLN1	15	8	28
32	CKAP5	0	0	6
32	KIDINS220	9	4	21
32	AGPS	5	2	15
32	MYH10	12	6	22
32	CACNA1A	0	0	7
32	SLC7A11	0	0	6
32	NUMA1	62	45	87
32	TNRC6A	9	4	20
32	AMOTL1	12	6	26
32	VCAN	6	3	15
32	LUZP1	0	0	7
32	GPR107	10	5	21
32	DIEXF	0	0	6
32	PIEZO1	0	0	6
32	USP34	0	0	7
32	CASC5	0	0	7
32	KIAA1147	0	0	8
32	NOTCH2	2	1	10
32	PCNX	13	7	25
32	COL7A1	0	0	6
32	MAN1A2	0	0	7
32	ATP11A	0	0	7
32	TEAD1	16	9	27
32	SVEP1	15	8	27
32	FLNA	106	87	130
32	KPNA4	0	0	6
32	FASN	0	0	7
32	RNF169	0	0	7
32	C17orf51	0	0	6
32	LMTK2	0	0	8
32	ZKSCAN2	4	2	14
32	FLNC	31	21	46
32	ALMS1	0	0	6
32	FLNB	2	1	10
32	EGFR	6	3	16
32	TPR	4	2	13
32	HIVEP2	0	0	7
32	PIK3CA	2	1	11
32	BRCA2	0	0	7
32	SSH1	2	1	10
32	PRKDC	0	0	6
32	TNC	49	36	68
32	CBX5	0	0	5
32	SLC38A1	4	2	13
32	CREBBP	7	3	17
32	HEATR5B	0	0	7
32	DYNC1H1	37	26	54
32	CENPF	0	0	6
32	STARD9	0	0	7
32	COL5A1	132	109	160
32	IGF2R	16	10	28
32	USP9X	0	0	6
32	NUP98	2	1	11
32	CEP250	2	1	11
32	ASCC3	0	0	6
32	ZFC3H1	0	0	7
7	IQGAP1	28	19	42
7	SVEP1	0	0	5
7	FLNC	46	34	63
7	PLXNA1	6	3	16
7	AFAP1	12	6	25
7	ANKRD52	4	2	12
7	SCUBE3	20	12	34
7	FOSB	4	2	13
7	FRY	0	0	8
7	GTF3C1	6	3	15
7	POLQ	0	0	7
7	ZKSCAN2	2	1	10
7	NOTCH2	0	0	6
7	USP34	0	0	7
7	FLNB	11	6	24
7	PAPPA	18	10	32
7	MED14	0	0	6
7	DYNC1H1	46	33	64
7	KIAA1199	70	56	90
7	CBX5	0	0	5
7	ZC3H13	0	0	6
7	PRKCA	9	4	21
7	COL7A1	0	0	6
7	LRP1	40	28	58
7	USP9X	7	3	17
7	ROCK2	6	3	14
7	AKAP11	5	2	16
7	KIAA2018	0	0	6
7	VCAN	2	1	9
7	SLC38A1	24	15	38
7	PDS5A	7	3	18
7	AFF4	10	4	22
7	DSEL	0	0	6
7	NKTR	0	0	5
7	HIVEP2	0	0	7
7	DIP2B	0	0	7
7	KIAA1462	23	15	37
7	STARD9	0	0	7
7	DIP2C	6	3	17
7	FAM208B	0	0	7
7	ALPK2	2	1	10
7	CBL	12	6	25
7	PHIP	2	1	12
7	HERC2	4	2	14
7	BRCA2	0	0	7
7	ZFC3H1	2	1	11
7	EGFR	0	0	6
7	PRPF8	25	16	39
7	UBR5	2	1	9
7	SON	29	19	44
7	LUZP1	0	0	7
7	TNRC6A	0	0	6
7	CASC5	2	1	11
7	TEAD1	24	16	37
7	PRKDC	9	4	20
7	THBS1	189	166	216
7	ALMS1	0	0	6
7	DIEXF	2	1	10
7	TLN1	60	45	80
7	FBN2	159	136	186
7	TPR	22	13	36
7	SMARCA5	2	1	9
7	C17orf51	2	1	9
7	DOCK7	9	4	20
7	DNAJC13	2	1	9
7	NF1	0	0	6
7	MALAT1	2	1	9
7	SIPA1L3	13	7	25
7	AGPS	0	0	7
7	HEATR5B	0	0	7
7	FASN	0	0	7
7	USP24	0	0	7
7	CEP250	12	6	25
7	H6PD	7	3	17
7	RNF169	2	1	12
7	PIEZO1	0	0	6
7	NRIP1	0	0	6
7	SSH1	0	0	6
7	FLNA	219	191	251
7	THSD4	29	19	45
7	VPS13D	0	0	7
7	SPTAN1	66	50	86
7	FZD4	2	1	11
7	TMOD2	2	1	10
7	ARL10	0	0	7
7	GTF3C4	0	0	6
7	NR4A1	2	1	10
7	LMTK2	2	1	12
7	UBR2	0	0	8
7	NUP98	2	1	11
7	PIK3CA	2	1	11
7	ABCA2	0	0	6
7	SPTBN1	76	61	96
7	SLC7A11	11	5	22
7	MKI67	0	0	5
7	IGF2R	56	42	74
7	KPNA4	0	0	6
7	CACNA1A	0	0	7
7	CKAP5	0	0	6
7	CHD8	21	12	38
7	SLC5A3	0	0	6
7	VPS13A	2	1	10
7	ATP11A	5	2	15
7	MAN1A2	0	0	7
7	LYST	0	0	7
7	DOPEY1	0	0	7
7	SRRM2	23	15	37
7	CREBBP	28	18	44
7	C14orf132	2	1	9
7	ASCC3	14	7	26
7	AMOTL1	15	8	29
7	PCNX	32	21	48
7	CENPF	0	0	6
7	ITGA2	0	0	6
7	PTPN14	25	16	39
7	FBN1	16	9	28
7	TNC	25	17	40
7	MYH10	18	11	29
7	KIDINS220	0	0	6
7	HIVEP1	2	1	10
7	NUMA1	23	14	40
7	FYCO1	6	3	16
7	QSER1	0	0	8
7	KIAA1147	0	0	8
7	REV3L	0	0	6
7	RAB3B	4	2	13
7	PRRC2B	2	1	9
7	GPR107	8	4	18
7	HELZ2	0	0	7
7	COL5A1	151	127	181
66	AFAP1	0	0	7
66	TPR	0	0	6
66	PRKDC	13	7	26
66	NF1	0	0	6
66	DIP2B	2	1	11
66	HEATR5B	0	0	7
66	EGFR	4	2	13
66	NRIP1	2	1	9
66	PLXNA1	2	1	10
66	FAM208B	2	1	11
66	USP9X	2	1	10
66	SCUBE3	13	7	26
66	SON	17	10	30
66	CENPF	4	2	13
66	CREBBP	2	1	10
66	KIAA1147	0	0	8
66	LYST	0	0	7
66	FOSB	2	1	9
66	ROCK2	6	3	14
66	NKTR	2	1	9
66	SPTBN1	24	16	37
66	BRCA2	0	0	7
66	VCAN	8	4	18
66	PRKCA	0	0	7
66	TEAD1	10	5	19
66	AKAP11	5	2	16
66	KIAA1199	218	191	249
66	DIP2C	0	0	6
66	ALPK2	0	0	6
66	KIAA1462	0	0	5
66	SLC5A3	0	0	6
66	FASN	2	1	11
66	NR4A1	0	0	6
66	POLQ	0	0	7
66	PAPPA	58	43	78
66	COL5A1	19	12	33
66	DIEXF	0	0	6
66	CHD8	5	2	16
66	KIDINS220	0	0	6
66	THBS1	137	118	160
66	USP24	0	0	7
66	STARD9	0	0	7
66	AMOTL1	10	4	22
66	C14orf132	17	10	30
66	IQGAP1	8	4	17
66	GTF3C1	8	4	18
66	HIVEP2	0	0	7
66	VPS13D	0	0	7
66	FZD4	0	0	7
66	KIAA2018	0	0	6
66	SPTAN1	41	29	59
66	QSER1	0	0	8
66	C17orf51	2	1	9
66	PHIP	0	0	7
66	NUP98	10	4	22
66	FBN1	90	73	113
66	VPS13A	0	0	6
66	ASCC3	4	2	14
66	H6PD	11	5	23
66	CBX5	0	0	5
66	GTF3C4	0	0	6
66	RNF169	0	0	7
66	MYH10	12	6	22
66	PRRC2B	17	10	29
66	FBN2	56	43	74
66	HIVEP1	2	1	10
66	IGF2R	37	26	53
66	ALMS1	2	1	10
66	AFF4	0	0	7
66	ZKSCAN2	2	1	10
66	SSH1	4	2	13
66	PCNX	2	1	10
66	ATP11A	0	0	7
66	COL7A1	2	1	10
66	SIPA1L3	0	0	6
66	CEP250	2	1	11
66	FYCO1	6	3	16
66	TNRC6A	4	2	13
66	ANKRD52	4	2	12
66	RAB3B	4	2	13
66	PRPF8	52	39	71
66	SLC7A11	2	1	10
66	ZC3H13	2	1	10
66	LUZP1	5	2	15
66	MKI67	0	0	5
66	TMOD2	0	0	6
66	FRY	0	0	8
66	PDS5A	0	0	7
66	PIEZO1	2	1	9
66	MED14	0	0	6
66	LMTK2	0	0	8
66	DNAJC13	8	4	18
66	DOPEY1	2	1	12
66	DSEL	2	1	10
66	SLC38A1	0	0	6
66	HERC2	0	0	7
66	ITGA2	4	2	13
66	PIK3CA	7	3	18
66	PTPN14	18	10	31
66	USP34	5	2	15
66	HELZ2	0	0	7
66	NUMA1	15	8	30
66	MALAT1	12	7	24
66	SRRM2	12	7	24
66	CACNA1A	0	0	7
66	CBL	0	0	7
66	ZFC3H1	0	0	7
66	DOCK7	9	4	20
66	DYNC1H1	37	26	54
66	FLNC	4	2	12
66	SMARCA5	2	1	9
66	UBR2	0	0	8
66	FLNA	47	35	64
66	REV3L	0	0	6
66	MAN1A2	0	0	7
66	FLNB	0	0	6
66	GPR107	6	3	15
66	AGPS	0	0	7
66	NOTCH2	2	1	10
66	ABCA2	0	0	6
66	LRP1	51	38	71
66	CASC5	0	0	7
66	SVEP1	25	17	40
66	KPNA4	0	0	6
66	THSD4	0	0	6
66	ARL10	0	0	7
66	TNC	2	1	9
66	TLN1	15	8	28
66	UBR5	0	0	5
66	CKAP5	2	1	10
51	MKI67	0	0	5
51	CBL	0	0	7
51	FZD4	0	0	7
51	NKTR	4	2	12
51	COL7A1	2	1	10
51	SRRM2	45	33	63
51	IQGAP1	4	2	11
51	ARL10	0	0	7
51	FBN1	32	23	47
