cell	feat	expr_map	expr_ci_lower	expr_ci_upper
12	FBN1	12	6	22
12	MED14	0	0	6
12	PCNX	2	1	10
12	ALPK2	0	0	6
12	ZKSCAN2	0	0	6
12	FAM208B	9	4	21
12	MAN1A2	0	0	7
12	SCUBE3	9	4	20
12	IQGAP1	16	9	27
12	VPS13D	0	0	7
12	THBS1	68	55	85
12	PLXNA1	0	0	6
12	LUZP1	0	0	7
12	SSH1	4	2	13
12	PHIP	0	0	7
12	NF1	2	1	11
12	USP24	0	0	7
12	ZFC3H1	0	0	7
12	SPTAN1	79	62	101
12	AGPS	0	0	7
12	HERC2	7	3	18
12	NKTR	4	2	12
12	AMOTL1	7	3	19
12	VPS13A	2	1	10
12	KPNA4	2	1	10
12	CBX5	0	0	5
12	ZC3H13	0	0	6
12	RNF169	0	0	7
12	NUP98	10	4	22
12	FASN	0	0	7
12	FOSB	0	0	6
12	COL5A1	28	19	43
0	STARD9	0	0	7
0	CKAP5	23	14	38
0	FBN2	66	52	85
0	ROCK2	8	4	17
0	DNAJC13	0	0	6
0	MALAT1	12	7	24
0	QSER1	0	0	8
0	TPR	4	2	13
0	KIAA1147	0	0	8
0	FASN	5	2	15
0	TMOD2	0	0	6
0	HELZ2	0	0	7
0	MED14	0	0	6
0	PRKCA	12	6	25
0	VPS13D	0	0	7
0	ALMS1	2	1	10
0	IGF2R	2	1	9
0	ATP11A	0	0	7
0	PDS5A	2	1	11
0	IQGAP1	40	29	56
0	FBN1	10	5	20
0	HIVEP1	0	0	6
0	NKTR	4	2	12
0	CHD8	2	1	12
0	POLQ	5	2	16
0	LYST	0	0	7
0	NOTCH2	0	0	6
0	GPR107	25	16	39
0	PHIP	2	1	12
0	FZD4	0	0	7
0	DOPEY1	0	0	7
0	AGPS	2	1	11
0	DOCK7	6	3	17
0	SLC38A1	2	1	9
0	ZKSCAN2	0	0	6
0	PAPPA	0	0	6
0	PTPN14	2	1	10
0	BRCA2	0	0	7
0	PLXNA1	0	0	6
0	EGFR	0	0	6
0	CASC5	0	0	7
0	LMTK2	0	0	8
0	KIAA2018	0	0	6
0	GTF3C4	0	0	6
0	LRP1	9	4	19
0	MAN1A2	0	0	7
0	NR4A1	0	0	6
0	HEATR5B	0	0	7
0	SRRM2	54	40	73
0	MYH10	38	27	53
0	PRPF8	69	54	90
0	KIDINS220	7	3	18
0	FRY	0	0	8
0	VPS13A	4	2	13
0	ZC3H13	0	0	6
0	COL5A1	28	19	43
0	FOSB	4	2	13
0	FYCO1	0	0	6
0	PCNX	2	1	10
0	C17orf51	0	0	6
0	PRKDC	16	9	29
0	NRIP1	0	0	6
0	THSD4	2	1	10
0	REV3L	0	0	6
0	FLNA	204	178	236
0	SCUBE3	6	3	16
0	TLN1	42	30	60
0	CEP250	4	2	15
0	PIEZO1	6	3	16
0	UBR2	0	0	8
0	SMARCA5	4	2	12
0	SPTBN1	52	39	69
0	NUMA1	10	4	23
0	ANKRD52	0	0	6
0	ITGA2	0	0	6
0	RNF169	0	0	7
0	AFAP1	0	0	7
0	NUP98	2	1	11
0	DIP2B	0	0	7
0	AKAP11	0	0	7
0	HERC2	2	1	11
0	FAM208B	12	6	24
0	SPTAN1	48	35	66
0	FLNC	8	4	17
0	CBL	2	1	11
0	RAB3B	2	1	10
0	KIAA1199	9	5	19
0	PIK3CA	0	0	7
0	THBS1	18	11	28
0	CREBBP	0	0	6
0	VCAN	8	4	18
0	AMOTL1	2	1	11
0	KPNA4	2	1	10
0	ASCC3	11	5	23
0	SLC7A11	0	0	6
0	USP34	0	0	7
0	ZFC3H1	2	1	11
0	NF1	0	0	6
0	CENPF	34	23	50
0	ABCA2	0	0	6
0	C14orf132	10	5	21
0	MKI67	87	69	110
0	KIAA1462	10	5	21
0	CACNA1A	9	4	22
0	ALPK2	0	0	6
0	HIVEP2	2	1	12
0	ARL10	2	1	11
0	GTF3C1	4	2	12
0	DSEL	0	0	6
0	SIPA1L3	13	7	25
0	USP24	0	0	7
0	TNC	30	20	45
0	COL7A1	0	0	6
0	FLNB	7	3	17
0	CBX5	0	0	5
0	USP9X	2	1	10
0	TEAD1	12	6	22
0	PRRC2B	12	7	24
0	UBR5	0	0	5
0	SSH1	6	3	16
0	DYNC1H1	46	33	64
0	AFF4	0	0	7
0	LUZP1	0	0	7
0	DIP2C	2	1	10
0	TNRC6A	6	3	17
0	SON	29	19	44
0	SVEP1	2	1	9
0	DIEXF	0	0	6
0	H6PD	0	0	6
0	SLC5A3	0	0	6
5	MKI67	0	0	5
5	TMOD2	0	0	6
5	PLXNA1	0	0	6
5	LUZP1	0	0	7
5	SCUBE3	2	1	10
5	AKAP11	0	0	7
5	REV3L	2	1	10
5	STARD9	0	0	7
5	PRPF8	52	39	71
5	HERC2	9	4	21
5	TLN1	15	8	28
5	FLNC	18	11	31
5	SLC38A1	6	3	16
5	USP9X	14	7	27
5	KIAA1462	25	16	40
5	SPTAN1	72	56	94
5	SLC5A3	0	0	6
5	QSER1	0	0	8
5	DOCK7	16	9	29
5	USP24	0	0	7
5	VPS13A	0	0	6
5	HIVEP2	2	1	12
5	SLC7A11	0	0	6
5	KIAA1199	19	12	31
5	AFF4	5	2	15
5	DIP2C	13	7	26
5	PTPN14	6	3	16
5	MED14	0	0	6
5	LRP1	0	0	6
5	PRKCA	9	4	21
5	ABCA2	0	0	6
5	FBN1	8	4	17
5	GTF3C4	4	2	14
5	HIVEP1	6	3	17
5	FAM208B	7	3	18
5	CENPF	0	0	6
5	LYST	0	0	7
5	SMARCA5	0	0	5
5	CREBBP	11	5	23
5	ROCK2	24	16	37
5	AFAP1	12	6	25
5	DIEXF	0	0	6
5	GPR107	6	3	15
5	THSD4	0	0	6
5	NUMA1	2	1	12
5	MYH10	28	19	41
5	NKTR	8	4	18
5	DSEL	4	2	14
5	PAPPA	0	0	6
5	ALMS1	0	0	6
5	ATP11A	0	0	7
5	USP34	0	0	7
5	CEP250	2	1	11
5	FLNA	129	108	155
5	TNRC6A	2	1	10
5	C17orf51	0	0	6
5	ITGA2	0	0	6
5	CASC5	0	0	7
5	SON	22	14	36
5	DNAJC13	6	3	15
5	UBR5	4	2	12
5	CACNA1A	12	6	25
5	DOPEY1	2	1	12
5	ZC3H13	22	14	36
5	KIAA1147	0	0	8
5	COL7A1	0	0	6
5	IGF2R	4	2	12
5	KIDINS220	0	0	6
5	RNF169	0	0	7
5	PDS5A	0	0	7
5	CBX5	2	1	9
5	ZFC3H1	0	0	7
5	FYCO1	24	15	39
5	ARL10	0	0	7
5	FLNB	9	4	20
5	PCNX	0	0	6
5	FASN	0	0	7
5	HEATR5B	0	0	7
5	KPNA4	0	0	6
5	FOSB	0	0	6
5	AGPS	0	0	7
5	MALAT1	0	0	5
5	UBR2	0	0	8
5	CHD8	19	10	35
5	SVEP1	2	1	9
5	FZD4	2	1	11
5	MAN1A2	5	2	15
5	PIK3CA	0	0	7
5	IQGAP1	18	11	30
5	ANKRD52	6	3	15
5	VPS13D	0	0	7
5	GTF3C1	19	12	32
5	PRKDC	2	1	10
5	CBL	4	2	15
5	AMOTL1	10	4	22
5	PHIP	7	3	19
5	C14orf132	4	2	12
5	TPR	8	4	19
5	NR4A1	4	2	13
5	FBN2	28	19	41
5	TNC	0	0	5
5	FRY	0	0	8
5	VCAN	0	0	5
5	THBS1	66	53	83
5	PRRC2B	2	1	9
5	LMTK2	2	1	12
5	DYNC1H1	13	7	24
5	COL5A1	19	12	33
5	ALPK2	9	4	19
5	NRIP1	0	0	6
5	NUP98	0	0	7
5	SSH1	0	0	6
5	DIP2B	0	0	7
5	SPTBN1	36	26	51
5	EGFR	4	2	13
5	ASCC3	23	14	38
5	POLQ	2	1	12
5	ZKSCAN2	0	0	6
5	SIPA1L3	35	24	52
5	CKAP5	4	2	14
5	BRCA2	0	0	7
5	RAB3B	11	5	23
5	H6PD	0	0	6
5	SRRM2	84	66	107
5	NF1	0	0	6
5	TEAD1	0	0	5
5	NOTCH2	0	0	6
5	HELZ2	0	0	7
5	KIAA2018	9	4	20
5	PIEZO1	0	0	6
14	LUZP1	0	0	7
14	FZD4	0	0	7
14	ITGA2	0	0	6
14	GTF3C4	0	0	6
14	ALMS1	0	0	6
14	FAM208B	0	0	7
14	GTF3C1	2	1	9
14	DNAJC13	0	0	6
14	C17orf51	0	0	6
14	THSD4	2	1	10
14	KIAA1147	0	0	8
14	ZKSCAN2	0	0	6
14	CKAP5	2	1	10
14	FBN2	16	9	27
14	PRPF8	16	10	28
14	VPS13D	0	0	7
14	PRKCA	4	2	15
14	MKI67	0	0	5
14	RNF169	0	0	7
14	CBL	0	0	7
14	PRKDC	2	1	10
14	ASCC3	14	7	26
14	REV3L	2	1	10
14	POLQ	0	0	7
14	TEAD1	2	1	8
14	BRCA2	0	0	7
14	NF1	0	0	6
14	HERC2	9	4	21
14	IQGAP1	20	12	32
14	KIAA1199	27	19	40
14	FYCO1	0	0	6
14	USP24	0	0	7
14	CASC5	0	0	7
14	SLC7A11	2	1	10
14	SPTAN1	30	20	46
14	FASN	0	0	7
14	SIPA1L3	4	2	13
14	VCAN	0	0	5
14	AGPS	0	0	7
14	ROCK2	6	3	14
14	DYNC1H1	41	29	59
14	HIVEP2	0	0	7
14	PHIP	2	1	12
14	PAPPA	4	2	13
14	ABCA2	0	0	6
14	USP34	0	0	7
14	C14orf132	0	0	6
14	NOTCH2	0	0	6
14	PDS5A	4	2	14
14	TNC	6	3	15
14	KPNA4	0	0	6
14	NRIP1	0	0	6
14	SCUBE3	0	0	6
14	EGFR	0	0	6
14	PIEZO1	0	0	6
14	QSER1	0	0	8
14	NR4A1	0	0	6
14	CEP250	4	2	15
14	ATP11A	0	0	7
14	CENPF	0	0	6
14	DOCK7	0	0	6
14	HIVEP1	0	0	6
14	CBX5	0	0	5
14	TMOD2	0	0	6
14	TNRC6A	0	0	6
14	KIAA1462	15	8	26
14	FBN1	12	6	22
14	RAB3B	13	7	26
14	AKAP11	0	0	7
14	AFF4	2	1	11
14	UBR2	0	0	8
14	DSEL	0	0	6
14	STARD9	0	0	7
14	LYST	0	0	7
14	DIEXF	0	0	6
14	CHD8	5	2	16
14	HEATR5B	0	0	7
14	SON	2	1	9
14	ALPK2	0	0	6
14	SRRM2	2	1	9
14	ANKRD52	4	2	12
14	THBS1	27	19	38
14	TPR	13	7	25
14	H6PD	0	0	6
14	MALAT1	0	0	5
14	ARL10	0	0	7
14	PRRC2B	21	13	34
14	PCNX	0	0	6
14	PLXNA1	0	0	6
14	MED14	0	0	6
14	COL5A1	17	10	30
14	ZC3H13	9	4	19
14	MAN1A2	0	0	7
14	CREBBP	0	0	6
14	GPR107	8	4	18
14	FLNA	86	69	107
14	NKTR	0	0	5
14	KIAA2018	0	0	6
14	AMOTL1	0	0	7
14	LRP1	6	3	16
14	HELZ2	0	0	7
14	PIK3CA	0	0	7
14	CACNA1A	7	3	18
14	UBR5	4	2	12
14	VPS13A	0	0	6
14	SLC38A1	4	2	13
14	COL7A1	0	0	6
14	DIP2C	0	0	6
14	PTPN14	2	1	10
14	SPTBN1	20	12	32
14	USP9X	0	0	6
14	ZFC3H1	0	0	7
14	MYH10	14	8	24
14	FLNC	37	26	53
14	SMARCA5	2	1	9
14	FRY	0	0	8
14	FLNB	16	9	30
14	DOPEY1	0	0	7
14	SSH1	2	1	10
14	IGF2R	12	6	23
14	TLN1	4	2	13
14	KIDINS220	0	0	6
14	FOSB	0	0	6
14	DIP2B	0	0	7
14	SVEP1	4	2	12
14	NUMA1	10	4	23
14	SLC5A3	0	0	6
14	LMTK2	0	0	8
14	AFAP1	0	0	7
14	NUP98	0	0	7
22	USP24	0	0	7
22	ABCA2	0	0	6
22	NR4A1	0	0	6
22	SCUBE3	6	3	16
22	PRPF8	16	10	28
22	FLNC	33	23	48
22	DSEL	0	0	6
22	ARL10	0	0	7
22	ZC3H13	6	3	16
22	HEATR5B	5	2	16
22	RAB3B	6	3	17
22	COL5A1	46	33	64
22	PAPPA	2	1	10
22	TLN1	11	5	22
22	ANKRD52	0	0	6
22	DOCK7	4	2	13
22	SPTBN1	24	16	37
22	AMOTL1	33	21	52
22	HIVEP1	0	0	6
22	NKTR	0	0	5
22	SPTAN1	28	19	43
22	VPS13A	0	0	6
22	USP9X	0	0	6
22	PLXNA1	0	0	6
22	SIPA1L3	0	0	6
22	POLQ	0	0	7
22	CBX5	0	0	5
22	KPNA4	2	1	10
22	PRKCA	4	2	15
22	MYH10	4	2	11
22	ZKSCAN2	0	0	6
22	ROCK2	12	6	22
22	FAM208B	2	1	11
22	PDS5A	2	1	11
22	PIK3CA	0	0	7
22	LUZP1	0	0	7
22	DIEXF	0	0	6
22	SSH1	2	1	10
22	FLNB	2	1	10
22	PRKDC	4	2	13
22	NOTCH2	2	1	10
22	IQGAP1	18	11	30
22	PIEZO1	0	0	6
22	PTPN14	9	4	19
22	CACNA1A	0	0	7
22	LYST	0	0	7
22	ITGA2	4	2	13
22	DNAJC13	6	3	15
22	THSD4	0	0	6
22	CENPF	0	0	6
22	FYCO1	0	0	6
22	PHIP	0	0	7
22	UBR2	0	0	8
22	ALMS1	0	0	6
22	KIAA1147	0	0	8
22	DYNC1H1	39	28	56
22	AFF4	2	1	11
22	PRRC2B	6	3	15
22	NRIP1	0	0	6
22	AKAP11	0	0	7
22	TPR	11	5	22
22	COL7A1	2	1	10
22	EGFR	0	0	6
22	MAN1A2	0	0	7
22	STARD9	0	0	7
22	C14orf132	0	0	6
22	DIP2B	2	1	11
22	TNC	0	0	5
22	HELZ2	0	0	7
22	CEP250	0	0	7
22	RNF169	2	1	12
22	FOSB	8	4	19
22	ALPK2	4	2	13
22	GPR107	8	4	18
22	FLNA	180	155	210
22	TEAD1	12	6	22
22	CREBBP	2	1	10
22	FBN1	10	5	20
22	CBL	4	2	15
22	H6PD	2	1	10
22	AGPS	0	0	7
22	FASN	0	0	7
22	ZFC3H1	0	0	7
22	SMARCA5	2	1	9
22	FZD4	0	0	7
22	SLC5A3	0	0	6
22	AFAP1	7	3	18
22	SLC38A1	0	0	6
22	UBR5	2	1	9
22	SON	17	10	30
22	QSER1	0	0	8
22	KIAA2018	2	1	10
22	FBN2	106	88	130
22	NF1	2	1	11
22	SLC7A11	2	1	10
22	NUMA1	2	1	12
22	TNRC6A	0	0	6
22	DOPEY1	0	0	7
22	MALAT1	2	1	9
22	MKI67	0	0	5
22	GTF3C4	0	0	6
22	TMOD2	0	0	6
22	SVEP1	8	4	18
22	DIP2C	6	3	17
22	CHD8	0	0	8
22	MED14	0	0	6
22	SRRM2	0	0	5
22	REV3L	0	0	6
22	NUP98	5	2	15
22	VPS13D	2	1	11
22	C17orf51	0	0	6
22	HERC2	0	0	7
22	FRY	0	0	8
22	ATP11A	2	1	11
22	LRP1	13	7	25
22	USP34	0	0	7
22	GTF3C1	21	13	35
22	KIAA1462	8	4	18
22	CASC5	0	0	7
22	BRCA2	0	0	7
22	CKAP5	11	5	23
22	KIDINS220	0	0	6
22	LMTK2	0	0	8
22	ASCC3	2	1	10
22	IGF2R	6	3	15
22	PCNX	2	1	10
22	VCAN	6	3	15
22	HIVEP2	2	1	12
22	KIAA1199	0	0	5
22	THBS1	106	89	127
41	DSEL	0	0	6
41	KIAA1462	0	0	5
41	NR4A1	2	1	10
41	POLQ	0	0	7
41	FYCO1	4	2	13
41	CEP250	12	6	25
41	PRKCA	9	4	21
41	ATP11A	5	2	15
41	COL7A1	0	0	6
41	NOTCH2	7	3	17
41	EGFR	4	2	13
41	CACNA1A	0	0	7
41	ARL10	0	0	7
41	ROCK2	10	5	20
41	AMOTL1	17	10	32
41	UBR5	6	3	15
41	CASC5	0	0	7
41	KPNA4	4	2	13
41	CBX5	0	0	5
41	LUZP1	0	0	7
41	COL5A1	6	3	16
41	TNRC6A	2	1	10
41	TNC	2	1	9
41	NUMA1	7	3	19
41	SPTBN1	12	6	22
41	PIK3CA	0	0	7
41	RAB3B	0	0	6
41	ASCC3	0	0	6
41	SLC7A11	0	0	6
41	SMARCA5	4	2	12
41	REV3L	0	0	6
41	MKI67	0	0	5
41	TEAD1	0	0	5
41	CREBBP	14	7	27
41	FLNA	43	31	59
41	CENPF	0	0	6
41	DYNC1H1	15	8	27
41	HIVEP1	0	0	6
41	DOCK7	2	1	10
41	BRCA2	0	0	7
41	NF1	4	2	14
41	HERC2	4	2	14
41	NUP98	2	1	11
41	SIPA1L3	0	0	6
41	PCNX	2	1	10
41	NKTR	4	2	12
41	AGPS	0	0	7
41	DIEXF	0	0	6
41	TLN1	15	8	28
41	CBL	0	0	7
41	PRRC2B	10	5	21
41	ALPK2	0	0	6
41	USP9X	2	1	10
41	PHIP	0	0	7
41	AFAP1	0	0	7
41	CHD8	5	2	16
41	THBS1	10	6	19
41	DIP2C	0	0	6
41	CKAP5	14	7	26
41	FLNC	6	3	15
41	SRRM2	32	22	47
41	FLNB	2	1	10
41	PDS5A	7	3	18
41	DNAJC13	0	0	6
41	FOSB	2	1	9
41	C14orf132	4	2	12
41	GPR107	10	5	21
41	AKAP11	2	1	12
41	PRKDC	6	3	17
41	KIDINS220	2	1	10
41	IGF2R	10	5	20
41	HEATR5B	0	0	7
41	STARD9	0	0	7
41	MED14	2	1	10
41	FAM208B	2	1	11
41	THSD4	2	1	10
41	LMTK2	0	0	8
41	KIAA1147	0	0	8
41	MALAT1	10	5	21
41	PTPN14	9	4	19
41	ALMS1	2	1	10
41	TMOD2	0	0	6
41	DIP2B	0	0	7
41	SLC38A1	0	0	6
41	KIAA2018	0	0	6
41	PIEZO1	0	0	6
41	FRY	0	0	8
41	IQGAP1	18	11	30
41	ZFC3H1	0	0	7
41	C17orf51	0	0	6
41	SVEP1	2	1	9
41	MYH10	14	8	24
41	LRP1	6	3	16
41	ITGA2	4	2	13
41	PRPF8	42	30	59
41	GTF3C4	0	0	6
41	SON	2	1	9
41	HIVEP2	0	0	7
41	SPTAN1	33	22	48
41	USP24	0	0	7
41	DOPEY1	0	0	7
41	VPS13D	0	0	7
41	VCAN	10	5	21
41	ZC3H13	0	0	6
41	KIAA1199	15	9	26
41	PAPPA	0	0	6
41	ANKRD52	6	3	15
41	SLC5A3	0	0	6
41	PLXNA1	0	0	6
41	H6PD	0	0	6
41	ZKSCAN2	0	0	6
41	FBN1	20	13	33
41	QSER1	0	0	8
41	UBR2	0	0	8
41	USP34	0	0	7
41	HELZ2	0	0	7
41	VPS13A	6	3	17
41	ABCA2	0	0	6
41	GTF3C1	2	1	9
41	NRIP1	0	0	6
41	FZD4	0	0	7
41	TPR	4	2	13
41	RNF169	0	0	7
41	LYST	0	0	7
41	MAN1A2	2	1	11
41	FBN2	4	2	11
41	SCUBE3	0	0	6
41	FASN	0	0	7
41	AFF4	2	1	11
41	SSH1	2	1	10
56	LMTK2	0	0	8
56	ZKSCAN2	0	0	6
56	THSD4	0	0	6
56	H6PD	7	3	17
56	VCAN	2	1	9
56	C17orf51	0	0	6
56	RNF169	0	0	7
56	CREBBP	0	0	6
56	PCNX	2	1	10
56	TPR	13	7	25
56	SRRM2	2	1	9
56	CHD8	0	0	8
56	DIEXF	0	0	6
56	CBL	0	0	7
56	PDS5A	0	0	7
56	DOCK7	0	0	6
56	KIAA1147	0	0	8
56	MKI67	0	0	5
56	CKAP5	0	0	6
56	FLNB	2	1	10
56	NUMA1	2	1	12
56	VPS13D	2	1	11
56	LYST	0	0	7
56	AKAP11	0	0	7
56	ROCK2	6	3	14
56	TNC	75	59	97
56	DSEL	0	0	6
56	HERC2	0	0	7
56	HIVEP2	0	0	7
56	NUP98	2	1	11
56	CASC5	0	0	7
56	PTPN14	4	2	13
56	CEP250	2	1	11
56	NOTCH2	2	1	10
56	GPR107	10	5	21
56	ZC3H13	2	1	10
56	MYH10	2	1	8
56	SON	0	0	6
56	SCUBE3	29	19	45
56	DOPEY1	0	0	7
56	STARD9	0	0	7
56	SPTAN1	24	15	38
56	IQGAP1	20	12	32
56	FBN1	47	35	64
56	TMOD2	2	1	10
56	POLQ	0	0	7
56	AGPS	0	0	7
56	DIP2B	0	0	7
56	ANKRD52	0	0	6
56	PRKCA	2	1	11
56	ASCC3	0	0	6
56	AMOTL1	0	0	7
56	SPTBN1	24	16	37
56	IGF2R	47	35	65
56	FRY	0	0	8
56	MAN1A2	0	0	7
56	PIK3CA	0	0	7
56	USP24	0	0	7
56	KIAA1462	2	1	9
56	SMARCA5	0	0	5
56	MED14	2	1	10
56	USP34	0	0	7
56	HEATR5B	0	0	7
56	UBR5	0	0	5
56	CENPF	0	0	6
56	PIEZO1	0	0	6
56	ARL10	0	0	7
56	KIAA1199	0	0	5
56	EGFR	0	0	6
56	DYNC1H1	28	19	43
56	ZFC3H1	0	0	7
56	AFF4	0	0	7
56	SIPA1L3	0	0	6
56	ATP11A	2	1	11
56	FAM208B	2	1	11
56	PRPF8	21	13	34
56	GTF3C4	0	0	6
56	FLNC	37	26	53
56	SLC38A1	0	0	6
56	RAB3B	0	0	6
56	REV3L	0	0	6
56	UBR2	0	0	8
56	SSH1	2	1	10
56	FLNA	190	164	221
56	AFAP1	2	1	11
56	FASN	2	1	11
56	PLXNA1	4	2	13
56	QSER1	0	0	8
56	KPNA4	0	0	6
56	TLN1	35	24	52
56	DNAJC13	2	1	9
56	C14orf132	6	3	15
56	COL5A1	178	151	210
56	KIDINS220	2	1	10
56	NRIP1	0	0	6
56	VPS13A	0	0	6
56	GTF3C1	8	4	18
56	NKTR	0	0	5
56	PRKDC	0	0	6
56	MALAT1	0	0	5
56	PRRC2B	38	27	55
56	CACNA1A	2	1	11
56	FZD4	0	0	7
56	FOSB	2	1	9
56	FYCO1	6	3	16
56	PAPPA	0	0	6
56	NR4A1	0	0	6
56	SVEP1	2	1	9
56	HELZ2	0	0	7
56	USP9X	4	2	14
56	KIAA2018	0	0	6
56	SLC5A3	2	1	10
56	PHIP	0	0	7
56	NF1	0	0	6
56	SLC7A11	0	0	6
56	ITGA2	0	0	6
56	COL7A1	0	0	6
56	THBS1	57	45	73
56	ALPK2	0	0	6
56	ABCA2	2	1	10
56	DIP2C	0	0	6
56	LRP1	49	36	68
56	ALMS1	4	2	14
56	CBX5	0	0	5
56	LUZP1	0	0	7
56	BRCA2	0	0	7
56	HIVEP1	2	1	10
56	TEAD1	2	1	8
56	TNRC6A	2	1	10
56	FBN2	58	45	76
39	H6PD	2	1	10
39	NRIP1	0	0	6
39	IGF2R	18	11	31
39	DIP2C	4	2	13
39	DSEL	0	0	6
39	THSD4	9	4	20
39	ZFC3H1	9	4	21
39	PLXNA1	4	2	13
39	GTF3C1	15	8	27
39	LUZP1	0	0	7
39	ROCK2	0	0	5
39	SON	17	10	30
39	PTPN14	13	7	25
39	COL7A1	0	0	6
39	HEATR5B	0	0	7
39	VPS13A	2	1	10
39	GPR107	16	10	29
39	DIP2B	0	0	7
39	PIEZO1	4	2	13
39	CASC5	0	0	7
39	KIAA1199	1	1	8
39	USP34	2	1	11
39	FLNC	6	3	15
39	BRCA2	0	0	7
39	ATP11A	0	0	7
39	SLC38A1	6	3	16
39	VCAN	6	3	15
39	DOCK7	0	0	6
39	MKI67	0	0	5
39	QSER1	2	1	13
39	NUMA1	49	34	71
39	NF1	0	0	6
39	USP9X	9	4	21
39	PRRC2B	27	18	42
39	REV3L	0	0	6
39	FAM208B	12	6	24
39	CREBBP	7	3	17
39	HIVEP1	2	1	10
39	CKAP5	7	3	17
39	NKTR	6	3	15
39	FZD4	0	0	7
39	VPS13D	0	0	7
39	FLNA	63	49	82
39	SLC7A11	2	1	10
39	HERC2	0	0	7
39	ALMS1	0	0	6
39	SSH1	4	2	13
39	DNAJC13	0	0	6
39	ZC3H13	0	0	6
39	TNC	4	2	12
39	COL5A1	19	12	33
39	CEP250	7	3	18
39	SPTAN1	33	22	48
39	CACNA1A	0	0	7
39	MAN1A2	2	1	11
39	C14orf132	13	7	24
39	SPTBN1	22	14	34
39	FBN2	44	32	60
39	FOSB	4	2	13
39	PRKDC	13	7	26
39	SVEP1	2	1	9
39	KIAA1462	2	1	9
39	TMOD2	0	0	6
39	SLC5A3	4	2	14
39	FRY	5	2	17
39	NOTCH2	9	4	20
39	RNF169	0	0	7
39	FYCO1	4	2	13
39	HELZ2	2	1	11
39	SIPA1L3	0	0	6
39	AKAP11	7	3	19
39	ALPK2	0	0	6
39	POLQ	0	0	7
39	LMTK2	0	0	8
39	ZKSCAN2	0	0	6
39	PHIP	0	0	7
39	MED14	0	0	6
39	ITGA2	0	0	6
39	PAPPA	51	37	70
39	TLN1	4	2	13
39	PRPF8	31	21	46
39	TNRC6A	9	4	20
39	ASCC3	4	2	14
39	FASN	0	0	7
39	GTF3C4	4	2	14
39	MYH10	0	0	5
39	NR4A1	0	0	6
39	USP24	0	0	7
39	AGPS	0	0	7
39	EGFR	11	5	22
39	DYNC1H1	35	24	51
39	CBX5	0	0	5
39	UBR5	4	2	12
39	FBN1	76	60	97
39	SCUBE3	2	1	10
39	ABCA2	0	0	6
39	PDS5A	0	0	7
39	PIK3CA	0	0	7
39	STARD9	0	0	7
39	KIDINS220	0	0	6
39	FLNB	0	0	6
39	NUP98	22	13	38
39	ARL10	0	0	7
39	DIEXF	0	0	6
39	SMARCA5	2	1	9
39	DOPEY1	0	0	7
39	KPNA4	2	1	10
39	RAB3B	2	1	10
39	IQGAP1	16	9	27
39	ANKRD52	4	2	12
39	AFF4	5	2	15
39	THBS1	254	227	285
39	LRP1	36	24	52
39	C17orf51	0	0	6
39	LYST	0	0	7
39	UBR2	0	0	8
39	TPR	2	1	9
39	CHD8	2	1	12
39	HIVEP2	2	1	12
39	CENPF	0	0	6
39	PRKCA	4	2	15
39	PCNX	11	5	22
39	CBL	2	1	11
39	KIAA1147	0	0	8
39	SRRM2	84	66	107
39	MALAT1	6	3	15
39	TEAD1	12	6	22
39	AFAP1	17	9	31
39	KIAA2018	0	0	6
39	AMOTL1	12	6	26
3	PIEZO1	0	0	6
3	SLC5A3	0	0	6
3	TEAD1	6	3	14
3	VPS13A	0	0	6
3	KIDINS220	0	0	6
3	CACNA1A	4	2	15
3	FBN2	233	205	266
3	PRKDC	4	2	13
3	HEATR5B	0	0	7
3	ALPK2	9	4	19
3	PRPF8	19	11	31
3	ANKRD52	2	1	9
3	KIAA2018	0	0	6
3	FYCO1	4	2	13
3	AGPS	0	0	7
3	MALAT1	28	18	42
3	TLN1	11	5	22
3	EGFR	6	3	16
3	AKAP11	0	0	7
3	LRP1	24	15	39
3	ZC3H13	2	1	10
3	SMARCA5	2	1	9
3	USP34	0	0	7
3	FOSB	4	2	13
3	HIVEP1	6	3	17
3	USP9X	4	2	14
3	PLXNA1	0	0	6
3	TNC	0	0	5
3	AMOTL1	7	3	19
3	SPTBN1	22	14	34
3	SLC7A11	0	0	6
3	C17orf51	0	0	6
3	NUP98	2	1	11
3	DYNC1H1	35	24	51
3	POLQ	0	0	7
3	RAB3B	2	1	10
3	HERC2	0	0	7
3	MKI67	0	0	5
3	FLNA	186	160	216
3	ITGA2	2	1	10
3	KIAA1462	12	7	24
3	COL7A1	0	0	6
3	SON	11	5	22
3	PAPPA	11	5	23
3	COL5A1	94	75	119
3	PIK3CA	0	0	7
3	FLNC	14	8	26
3	MED14	4	2	13
3	TPR	13	7	25
3	NUMA1	13	6	26
3	ATP11A	2	1	11
3	NF1	0	0	6
3	CASC5	0	0	7
3	THBS1	106	89	127
3	DOPEY1	0	0	7
3	PTPN14	31	21	48
3	FAM208B	0	0	7
3	UBR2	2	1	13
3	KIAA1147	0	0	8
3	ARL10	2	1	11
3	SSH1	0	0	6
3	C14orf132	6	3	15
3	VCAN	12	7	24
3	SRRM2	19	11	32
3	SPTAN1	77	60	99
3	DIP2C	6	3	17
3	NR4A1	2	1	10
3	MAN1A2	2	1	11
