feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101
ABCA1	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	10.600000000000001	1.0700000000000003	4.890000000000001	1.0700000000000003	8.700000000000001	1.0700000000000003	6.790000000000002	2.9800000000000004	4.890000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	8.700000000000001	4.890000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	2.9800000000000004	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004	2.9800000000000004	4.890000000000001	2.9800000000000004	1.0700000000000003	1.0700000000000003	6.790000000000002	1.0700000000000003	2.9800000000000004	2.9800000000000004	4.890000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.890000000000001	1.0700000000000003	1.0700000000000003	8.700000000000001	1.0700000000000003	2.9800000000000004	6.790000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.890000000000001	4.890000000000001	1.0700000000000003	4.890000000000001	8.700000000000001	1.0700000000000003	4.890000000000001	2.9800000000000004	4.890000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	18.230000000000004	1.0700000000000003	1.0700000000000003	4.890000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	8.700000000000001	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	6.790000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004
ABCA2	2.9700000000000006	1.0700000000000003	1.0700000000000003	6.760000000000002	1.0700000000000003	2.9700000000000006	6.760000000000002	1.0700000000000003	4.860000000000001	2.9700000000000006	1.0700000000000003	10.560000000000002	8.660000000000002	1.0700000000000003	1.0700000000000003	8.660000000000002	4.860000000000001	8.660000000000002	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	8.660000000000002	1.0700000000000003	2.9700000000000006	6.760000000000002	2.9700000000000006	4.860000000000001	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	4.860000000000001	1.0700000000000003	6.760000000000002	4.860000000000001	8.660000000000002	4.860000000000001	4.860000000000001	6.760000000000002	6.760000000000002	1.0700000000000003	1.0700000000000003	6.760000000000002	4.860000000000001	2.9700000000000006	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	8.660000000000002	2.9700000000000006	1.0700000000000003	8.660000000000002	6.760000000000002	2.9700000000000006	1.0700000000000003	4.860000000000001	4.860000000000001	1.0700000000000003	4.860000000000001	1.0700000000000003	4.860000000000001	6.760000000000002	1.0700000000000003	6.760000000000002	1.0700000000000003	4.860000000000001	4.860000000000001	2.9700000000000006	1.0700000000000003	1.0700000000000003	8.660000000000002	1.0700000000000003	4.860000000000001	2.9700000000000006	2.9700000000000006	1.0700000000000003	4.860000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	8.660000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	4.860000000000001
ABCC10	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	4.860000000000001	4.860000000000001	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	4.860000000000001	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	6.760000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006
ABCC5	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	2.9800000000000004	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	4.890000000000001	2.9800000000000004	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9800000000000004	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003
ABHD13	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	4.910000000000001	2.9900000000000007	1.0800000000000003	4.910000000000001	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	4.910000000000001	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	1.0800000000000003	6.820000000000002	1.0800000000000003	1.0800000000000003	2.9900000000000007	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	6.820000000000002	4.910000000000001	2.9900000000000007	2.9900000000000007	4.910000000000001	2.9900000000000007	4.910000000000001	4.910000000000001	2.9900000000000007	1.0800000000000003	1.0800000000000003	2.9900000000000007	2.9900000000000007	1.0800000000000003	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	4.910000000000001	1.0800000000000003	1.0800000000000003	4.910000000000001	4.910000000000001	1.0800000000000003	2.9900000000000007	4.910000000000001	2.9900000000000007	4.910000000000001	2.9900000000000007	1.0800000000000003	2.9900000000000007	2.9900000000000007	1.0800000000000003	2.9900000000000007	4.910000000000001	2.9900000000000007	4.910000000000001	4.910000000000001	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	1.0800000000000003	1.0800000000000003	6.820000000000002	4.910000000000001	2.9900000000000007	2.9900000000000007	4.910000000000001	1.0800000000000003	1.0800000000000003	1.0800000000000003	4.910000000000001	2.9900000000000007	1.0800000000000003	2.9900000000000007	1.0800000000000003	1.0800000000000003	1.0800000000000003	2.9900000000000007	1.0800000000000003
ACSL1	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	4.870000000000001	2.9700000000000006	1.0700000000000003	4.870000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.870000000000001	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	4.870000000000001	4.870000000000001	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	4.870000000000001	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	4.870000000000001	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	4.870000000000001	1.0700000000000003	1.0700000000000003	4.870000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006
ADAM17	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	6.760000000000002	2.9700000000000006	2.9700000000000006	10.560000000000002	4.860000000000001	2.9700000000000006	2.9700000000000006	4.860000000000001	2.9700000000000006	6.760000000000002	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	6.760000000000002	6.760000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	4.860000000000001	4.860000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	4.860000000000001	2.9700000000000006	2.9700000000000006	2.9700000000000006	10.560000000000002	4.860000000000001	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	6.760000000000002	1.0700000000000003	4.860000000000001	1.0700000000000003	1.0700000000000003	4.860000000000001	4.860000000000001	4.860000000000001	1.0700000000000003	1.0700000000000003	4.860000000000001	2.9700000000000006	1.0700000000000003	2.9700000000000006	8.660000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	8.660000000000002	4.860000000000001	2.9700000000000006	1.0700000000000003	2.9700000000000006	6.760000000000002	1.0700000000000003	1.0700000000000003	6.760000000000002	2.9700000000000006	4.860000000000001	6.760000000000002	4.860000000000001	1.0700000000000003	4.860000000000001	2.9700000000000006	4.860000000000001	1.0700000000000003	4.860000000000001	4.860000000000001	2.9700000000000006	12.450000000000003	6.760000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006
ADAMTS15	2.9700000000000006	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	8.660000000000002	1.0700000000000003	1.0700000000000003	6.760000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003
ADAMTS3	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003
ADCY6	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	2.9700000000000006	1.0700000000000003	4.860000000000001	2.9700000000000006	8.660000000000002	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	4.860000000000001	1.0700000000000003	2.9700000000000006	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	1.0700000000000003	6.760000000000002	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	4.860000000000001	2.9700000000000006	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	4.860000000000001	1.0700000000000003	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	4.860000000000001	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	2.9700000000000006	4.860000000000001	2.9700000000000006	1.0700000000000003	1.0700000000000003	2.9700000000000006	2.9700000000000006	2.9700000000000006	6.760000000000002	4.860000000000001	1.0700000000000003	2.9700000000000006	4.860000000000001	1.0700000000000003	4.860000000000001	2.9700000000000006	2.9700000000000006	2.9700000000000006	2.9700000000000006	1.0700000000000003	10.560000000000002	1.0700000000000003	2.9700000000000006	4.860000000000001	4.860000000000001	2.9700000000000006	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	2.9700000000000006	2.9700000000000006	1.0700000000000003	6.760000000000002	4.860000000000001	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	1.0700000000000003	4.860000000000001	1.0700000000000003
