feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70
ASCC3	7.392857142857143	7.392857142857143	4.928571428571429	9.857142857142858	14.785714285714286	19.714285714285715	0.0	14.785714285714286	2.4642857142857144	0.0	9.857142857142858	2.4642857142857144	14.785714285714286	7.392857142857143	14.785714285714286	2.4642857142857144	9.857142857142858	17.25	27.107142857142858	17.25	0.0	7.392857142857143	0.0	2.4642857142857144	17.25	9.857142857142858	0.0	4.928571428571429	0.0	0.0	2.4642857142857144	7.392857142857143	0.0	4.928571428571429	2.4642857142857144	2.4642857142857144	9.857142857142858	0.0	2.4642857142857144	2.4642857142857144	7.392857142857143	0.0	4.928571428571429	4.928571428571429	0.0	4.928571428571429	2.4642857142857144	9.857142857142858	0.0	4.928571428571429	4.928571428571429	2.4642857142857144	2.4642857142857144	14.785714285714286	4.928571428571429	4.928571428571429	0.0	7.392857142857143	4.928571428571429	0.0	2.4642857142857144	7.392857142857143	4.928571428571429	4.928571428571429	4.928571428571429	4.928571428571429	4.928571428571429	44.35714285714286	2.4642857142857144	7.392857142857143	2.4642857142857144
ATP11A	0.0	0.0	4.928571428571429	2.4642857142857144	0.0	0.0	2.4642857142857144	4.928571428571429	4.928571428571429	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.928571428571429	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRCA2	0.0	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	4.928571428571429	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	0.0	0.0
C14orf132	17.25	2.4642857142857144	39.42857142857143	7.392857142857143	0.0	7.392857142857143	2.4642857142857144	2.4642857142857144	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	51.75	2.4642857142857144	7.392857142857143	4.928571428571429	7.392857142857143	7.392857142857143	9.857142857142858	2.4642857142857144	9.857142857142858	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	7.392857142857143	0.0	9.857142857142858	7.392857142857143	0.0	12.321428571428573	7.392857142857143	0.0	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144	17.25	2.4642857142857144	4.928571428571429	4.928571428571429	7.392857142857143	4.928571428571429	22.17857142857143	2.4642857142857144	0.0	17.25	17.25	9.857142857142858	32.035714285714285	2.4642857142857144	7.392857142857143	4.928571428571429	4.928571428571429	17.25	27.107142857142858	4.928571428571429	0.0	2.4642857142857144	0.0	0.0	7.392857142857143	7.392857142857143	9.857142857142858	22.17857142857143	12.321428571428573	17.25	4.928571428571429	7.392857142857143
C17orf51	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	4.928571428571429	0.0	0.0	7.392857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	4.928571428571429	4.928571428571429	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	2.4642857142857144	0.0	4.928571428571429	0.0	0.0	0.0	2.4642857142857144	4.928571428571429	0.0	0.0	0.0	2.4642857142857144	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144
CACNA1A	12.321428571428573	0.0	14.785714285714286	4.928571428571429	0.0	12.321428571428573	2.4642857142857144	0.0	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144	7.392857142857143	0.0	4.928571428571429	0.0	0.0	0.0	0.0	0.0	0.0	7.392857142857143	0.0	0.0	0.0	2.4642857142857144	0.0	22.17857142857143	0.0	0.0	4.928571428571429	2.4642857142857144	0.0	7.392857142857143	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	4.928571428571429	0.0	2.4642857142857144	2.4642857142857144	0.0	12.321428571428573	0.0	0.0	0.0	14.785714285714286	2.4642857142857144	7.392857142857143	2.4642857142857144	4.928571428571429	7.392857142857143	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	2.4642857142857144	0.0	7.392857142857143	4.928571428571429	2.4642857142857144	4.928571428571429	0.0	0.0	0.0	0.0	4.928571428571429	0.0
CASC5	0.0	4.928571428571429	7.392857142857143	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	4.928571428571429	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBL	2.4642857142857144	0.0	2.4642857142857144	0.0	2.4642857142857144	4.928571428571429	4.928571428571429	14.785714285714286	0.0	0.0	2.4642857142857144	0.0	4.928571428571429	0.0	0.0	7.392857142857143	7.392857142857143	0.0	2.4642857142857144	0.0	2.4642857142857144	7.392857142857143	4.928571428571429	0.0	0.0	0.0	0.0	4.928571428571429	0.0	0.0	0.0	4.928571428571429	2.4642857142857144	2.4642857142857144	4.928571428571429	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	4.928571428571429	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	4.928571428571429	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.392857142857143	2.4642857142857144	0.0	2.4642857142857144
CBX5	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	2.4642857142857144	7.392857142857143	7.392857142857143	0.0	0.0	0.0	7.392857142857143	2.4642857142857144	0.0	0.0	0.0	0.0	7.392857142857143	0.0	2.4642857142857144	0.0	2.4642857142857144	4.928571428571429	0.0	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	2.4642857142857144	4.928571428571429	4.928571428571429	0.0	0.0	4.928571428571429	4.928571428571429	2.4642857142857144	0.0	2.4642857142857144	7.392857142857143	7.392857142857143	0.0	2.4642857142857144	17.25	17.25	7.392857142857143	9.857142857142858	2.4642857142857144	4.928571428571429	4.928571428571429	2.4642857142857144	2.4642857142857144	4.928571428571429	0.0	4.928571428571429	2.4642857142857144	0.0	4.928571428571429	19.714285714285715	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	7.392857142857143	0.0	4.928571428571429	0.0	0.0	2.4642857142857144	0.0
CENPF	36.964285714285715	4.928571428571429	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	7.392857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	2.4642857142857144	7.392857142857143	32.035714285714285	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	54.214285714285715	54.214285714285715	29.571428571428573	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	4.928571428571429	7.392857142857143	2.4642857142857144	0.0	0.0	0.0	4.928571428571429	0.0	0.0	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0
CEP250	4.928571428571429	4.928571428571429	4.928571428571429	4.928571428571429	0.0	2.4642857142857144	2.4642857142857144	12.321428571428573	2.4642857142857144	0.0	14.785714285714286	0.0	2.4642857142857144	2.4642857142857144	4.928571428571429	0.0	2.4642857142857144	2.4642857142857144	4.928571428571429	0.0	4.928571428571429	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	4.928571428571429	2.4642857142857144	7.392857142857143	7.392857142857143	0.0	2.4642857142857144	0.0	4.928571428571429	2.4642857142857144	2.4642857142857144	0.0	0.0	4.928571428571429	4.928571428571429	12.321428571428573	0.0	4.928571428571429	2.4642857142857144	2.4642857142857144	0.0	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	2.4642857142857144	12.321428571428573	7.392857142857143	4.928571428571429	2.4642857142857144	4.928571428571429	0.0	4.928571428571429	4.928571428571429	4.928571428571429	0.0	0.0	2.4642857142857144	12.321428571428573	2.4642857142857144	0.0	7.392857142857143	0.0	4.928571428571429
CHD8	4.928571428571429	0.0	12.321428571428573	12.321428571428573	0.0	22.17857142857143	12.321428571428573	12.321428571428573	7.392857142857143	0.0	4.928571428571429	0.0	0.0	4.928571428571429	4.928571428571429	2.4642857142857144	12.321428571428573	4.928571428571429	12.321428571428573	12.321428571428573	4.928571428571429	14.785714285714286	2.4642857142857144	2.4642857142857144	2.4642857142857144	24.642857142857146	0.0	12.321428571428573	7.392857142857143	7.392857142857143	0.0	4.928571428571429	0.0	0.0	22.17857142857143	2.4642857142857144	2.4642857142857144	2.4642857142857144	14.785714285714286	0.0	12.321428571428573	4.928571428571429	0.0	0.0	0.0	2.4642857142857144	2.4642857142857144	7.392857142857143	2.4642857142857144	7.392857142857143	2.4642857142857144	22.17857142857143	4.928571428571429	2.4642857142857144	14.785714285714286	14.785714285714286	0.0	4.928571428571429	0.0	0.0	0.0	2.4642857142857144	0.0	4.928571428571429	12.321428571428573	0.0	7.392857142857143	12.321428571428573	12.321428571428573	2.4642857142857144	0.0
CKAP5	24.642857142857146	2.4642857142857144	4.928571428571429	2.4642857142857144	14.785714285714286	7.392857142857143	4.928571428571429	4.928571428571429	9.857142857142858	0.0	9.857142857142858	4.928571428571429	2.4642857142857144	14.785714285714286	2.4642857142857144	0.0	9.857142857142858	7.392857142857143	9.857142857142858	7.392857142857143	7.392857142857143	14.785714285714286	17.25	14.785714285714286	9.857142857142858	2.4642857142857144	0.0	4.928571428571429	4.928571428571429	2.4642857142857144	2.4642857142857144	9.857142857142858	0.0	9.857142857142858	4.928571428571429	19.714285714285715	17.25	9.857142857142858	2.4642857142857144	4.928571428571429	19.714285714285715	14.785714285714286	7.392857142857143	7.392857142857143	49.28571428571429	36.964285714285715	34.5	17.25	7.392857142857143	34.5	17.25	17.25	9.857142857142858	2.4642857142857144	4.928571428571429	9.857142857142858	0.0	9.857142857142858	7.392857142857143	14.785714285714286	4.928571428571429	7.392857142857143	4.928571428571429	4.928571428571429	9.857142857142858	4.928571428571429	2.4642857142857144	17.25	7.392857142857143	4.928571428571429	2.4642857142857144
COL5A1	29.571428571428573	157.71428571428572	73.92857142857143	98.57142857142858	73.92857142857143	17.25	179.89285714285714	142.92857142857144	27.107142857142858	44.35714285714286	56.67857142857143	22.17857142857143	36.964285714285715	27.107142857142858	17.25	19.714285714285715	120.75	54.214285714285715	64.07142857142857	64.07142857142857	81.32142857142857	24.642857142857146	44.35714285714286	4.928571428571429	69.0	29.571428571428573	0.0	78.85714285714286	69.0	24.642857142857146	27.107142857142858	98.57142857142858	142.92857142857144	17.25	51.75	88.71428571428572	24.642857142857146	7.392857142857143	0.0	19.714285714285715	9.857142857142858	9.857142857142858	71.46428571428572	56.67857142857143	4.928571428571429	24.642857142857146	7.392857142857143	51.75	34.5	39.42857142857143	91.17857142857143	46.82142857142858	51.75	46.82142857142858	17.25	128.14285714285714	192.21428571428572	138.0	78.85714285714286	4.928571428571429	19.714285714285715	54.214285714285715	2.4642857142857144	29.571428571428573	36.964285714285715	9.857142857142858	22.17857142857143	64.07142857142857	17.25	41.892857142857146	36.964285714285715
COL7A1	0.0	7.392857142857143	2.4642857142857144	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	7.392857142857143	0.0	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144	9.857142857142858	0.0	4.928571428571429	0.0	2.4642857142857144	2.4642857142857144	4.928571428571429	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	0.0	7.392857142857143	0.0	4.928571428571429	4.928571428571429	2.4642857142857144	0.0	2.4642857142857144	4.928571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	4.928571428571429	14.785714285714286	0.0	2.4642857142857144	2.4642857142857144
CREBBP	0.0	12.321428571428573	24.642857142857146	19.714285714285715	2.4642857142857144	19.714285714285715	4.928571428571429	29.571428571428573	17.25	4.928571428571429	14.785714285714286	14.785714285714286	12.321428571428573	7.392857142857143	0.0	7.392857142857143	4.928571428571429	7.392857142857143	24.642857142857146	7.392857142857143	4.928571428571429	4.928571428571429	4.928571428571429	0.0	12.321428571428573	14.785714285714286	2.4642857142857144	7.392857142857143	4.928571428571429	4.928571428571429	12.321428571428573	17.25	7.392857142857143	17.25	12.321428571428573	17.25	0.0	12.321428571428573	2.4642857142857144	7.392857142857143	4.928571428571429	17.25	7.392857142857143	0.0	12.321428571428573	29.571428571428573	14.785714285714286	19.714285714285715	4.928571428571429	14.785714285714286	2.4642857142857144	14.785714285714286	7.392857142857143	7.392857142857143	7.392857142857143	14.785714285714286	2.4642857142857144	14.785714285714286	7.392857142857143	4.928571428571429	4.928571428571429	4.928571428571429	14.785714285714286	4.928571428571429	0.0	17.25	2.4642857142857144	17.25	12.321428571428573	4.928571428571429	7.392857142857143
DIEXF	2.4642857142857144	0.0	7.392857142857143	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	4.928571428571429	0.0	0.0	0.0	2.4642857142857144	0.0	4.928571428571429	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	0.0	4.928571428571429	0.0
DIP2B	0.0	7.392857142857143	4.928571428571429	2.4642857142857144	2.4642857142857144	0.0	4.928571428571429	0.0	2.4642857142857144	0.0	4.928571428571429	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	0.0	2.4642857142857144	0.0	0.0	0.0	0.0	7.392857142857143	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	4.928571428571429	2.4642857142857144	2.4642857142857144	0.0	0.0	0.0	0.0	4.928571428571429	0.0	2.4642857142857144	7.392857142857143	0.0	7.392857142857143	2.4642857142857144	2.4642857142857144	0.0	4.928571428571429	0.0	0.0	0.0	0.0	0.0	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	2.4642857142857144	2.4642857142857144	0.0	0.0
DIP2C	2.4642857142857144	19.714285714285715	4.928571428571429	7.392857142857143	9.857142857142858	14.785714285714286	2.4642857142857144	9.857142857142858	0.0	0.0	7.392857142857143	4.928571428571429	0.0	9.857142857142858	0.0	2.4642857142857144	4.928571428571429	2.4642857142857144	14.785714285714286	2.4642857142857144	2.4642857142857144	4.928571428571429	7.392857142857143	0.0	14.785714285714286	7.392857142857143	0.0	2.4642857142857144	2.4642857142857144	4.928571428571429	2.4642857142857144	9.857142857142858	4.928571428571429	2.4642857142857144	0.0	0.0	9.857142857142858	2.4642857142857144	0.0	4.928571428571429	2.4642857142857144	0.0	0.0	2.4642857142857144	7.392857142857143	4.928571428571429	7.392857142857143	0.0	0.0	22.17857142857143	0.0	4.928571428571429	0.0	2.4642857142857144	9.857142857142858	19.714285714285715	0.0	7.392857142857143	2.4642857142857144	2.4642857142857144	7.392857142857143	4.928571428571429	0.0	0.0	2.4642857142857144	2.4642857142857144	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	2.4642857142857144
DNAJC13	0.0	7.392857142857143	4.928571428571429	9.857142857142858	0.0	14.785714285714286	7.392857142857143	2.4642857142857144	0.0	7.392857142857143	4.928571428571429	4.928571428571429	4.928571428571429	7.392857142857143	0.0	0.0	4.928571428571429	7.392857142857143	2.4642857142857144	7.392857142857143	2.4642857142857144	7.392857142857143	7.392857142857143	0.0	2.4642857142857144	9.857142857142858	4.928571428571429	0.0	0.0	0.0	9.857142857142858	4.928571428571429	4.928571428571429	4.928571428571429	2.4642857142857144	4.928571428571429	4.928571428571429	19.714285714285715	2.4642857142857144	0.0	4.928571428571429	2.4642857142857144	2.4642857142857144	4.928571428571429	4.928571428571429	2.4642857142857144	7.392857142857143	9.857142857142858	0.0	4.928571428571429	0.0	2.4642857142857144	2.4642857142857144	2.4642857142857144	4.928571428571429	2.4642857142857144	2.4642857142857144	7.392857142857143	4.928571428571429	0.0	7.392857142857143	4.928571428571429	0.0	7.392857142857143	17.25	4.928571428571429	9.857142857142858	14.785714285714286	0.0	2.4642857142857144	4.928571428571429
