feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52
ASCC3	1.6363636363636365	0.0	31.90909090909091	20.454545454545457	11.454545454545455	18.81818181818182	7.363636363636364	1.6363636363636365	9.0	3.272727272727273	5.7272727272727275	3.272727272727273	9.0	11.454545454545455	3.272727272727273	3.272727272727273	3.272727272727273	5.7272727272727275	1.6363636363636365	3.272727272727273	14.727272727272728	9.0	0.0	0.0	3.272727272727273	1.6363636363636365	11.454545454545455	0.0	0.0	18.81818181818182	1.6363636363636365	0.0	31.90909090909091	0.0	7.363636363636364	5.7272727272727275	24.545454545454547	1.6363636363636365	9.0	3.272727272727273	0.0	5.7272727272727275	7.363636363636364	5.7272727272727275	26.181818181818183	3.272727272727273	24.545454545454547	26.181818181818183	1.6363636363636365	5.7272727272727275	5.7272727272727275	1.6363636363636365	3.272727272727273
ATP11A	0.0	4.090909090909091	0.0	1.6363636363636365	0.0	0.0	1.6363636363636365	0.0	1.6363636363636365	4.090909090909091	1.6363636363636365	0.0	0.0	4.090909090909091	6.545454545454546	4.090909090909091	4.090909090909091	0.0	9.0	31.90909090909091	0.0	0.0	6.545454545454546	0.0	0.0	0.0	4.090909090909091	0.0	1.6363636363636365	6.545454545454546	1.6363636363636365	4.090909090909091	0.0	0.0	6.545454545454546	4.090909090909091	1.6363636363636365	1.6363636363636365	0.0	11.454545454545455	4.090909090909091	0.0	6.545454545454546	4.090909090909091	6.545454545454546	0.0	15.545454545454547	1.6363636363636365	1.6363636363636365	0.0	1.6363636363636365	0.0	0.0
BRCA2	0.0	1.6363636363636365	9.0	4.090909090909091	1.6363636363636365	0.0	11.454545454545455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	4.090909090909091	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	6.545454545454546	0.0	0.0	0.0	0.0	0.0
C14orf132	8.181818181818182	0.0	0.0	0.0	5.7272727272727275	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	1.6363636363636365	1.6363636363636365	0.0	4.090909090909091	0.0	0.0	4.090909090909091	0.0	0.0	0.0	0.0	0.0	4.090909090909091	0.0	0.0	5.7272727272727275	0.0	4.090909090909091	0.0	0.0	0.0	1.6363636363636365	9.818181818181818	1.6363636363636365	12.272727272727273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.272727272727273	1.6363636363636365	5.7272727272727275	1.6363636363636365	0.0	1.6363636363636365	0.0	0.0
C17orf51	1.6363636363636365	5.7272727272727275	13.90909090909091	9.818181818181818	13.90909090909091	1.6363636363636365	1.6363636363636365	12.272727272727273	1.6363636363636365	9.818181818181818	0.0	5.7272727272727275	0.0	8.181818181818182	0.0	1.6363636363636365	0.0	0.0	0.0	22.090909090909093	8.181818181818182	0.0	13.90909090909091	4.090909090909091	0.0	4.090909090909091	9.818181818181818	1.6363636363636365	0.0	5.7272727272727275	1.6363636363636365	1.6363636363636365	4.090909090909091	0.0	0.0	0.0	8.181818181818182	1.6363636363636365	5.7272727272727275	0.0	1.6363636363636365	0.0	26.181818181818183	18.0	1.6363636363636365	1.6363636363636365	4.090909090909091	5.7272727272727275	5.7272727272727275	4.090909090909091	0.0	1.6363636363636365	1.6363636363636365
CACNA1A	0.0	0.0	19.636363636363637	4.090909090909091	1.6363636363636365	0.0	0.0	4.090909090909091	0.0	0.0	19.636363636363637	0.0	13.090909090909092	1.6363636363636365	1.6363636363636365	1.6363636363636365	15.545454545454547	1.6363636363636365	0.0	9.0	0.0	10.636363636363637	19.636363636363637	0.0	0.0	13.090909090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	4.090909090909091	0.0	4.090909090909091	6.545454545454546	0.0	0.0	0.0	0.0	6.545454545454546	19.636363636363637	1.6363636363636365	1.6363636363636365	6.545454545454546	0.0	0.0	1.6363636363636365	10.636363636363637	0.0	4.090909090909091
CASC5	0.0	0.0	26.181818181818183	1.6363636363636365	0.0	0.0	4.090909090909091	0.0	0.0	0.0	4.090909090909091	1.6363636363636365	4.090909090909091	4.090909090909091	1.6363636363636365	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	1.6363636363636365	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	0.0
CBL	9.0	1.6363636363636365	4.090909090909091	9.0	9.0	1.6363636363636365	4.090909090909091	0.0	6.545454545454546	9.0	1.6363636363636365	4.090909090909091	0.0	6.545454545454546	0.0	1.6363636363636365	4.090909090909091	1.6363636363636365	0.0	9.0	0.0	0.0	6.545454545454546	1.6363636363636365	31.090909090909093	1.6363636363636365	0.0	0.0	0.0	1.6363636363636365	11.454545454545455	0.0	0.0	1.6363636363636365	6.545454545454546	0.0	0.0	0.0	9.0	0.0	1.6363636363636365	1.6363636363636365	9.0	6.545454545454546	0.0	13.90909090909091	1.6363636363636365	4.090909090909091	0.0	0.0	0.0	0.0	6.545454545454546
CBX5	8.181818181818182	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	3.272727272727273	6.545454545454546	0.0	0.0	1.6363636363636365	0.0	0.0	1.6363636363636365	0.0	1.6363636363636365	6.545454545454546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.272727272727273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365
CENPF	29.454545454545457	10.636363636363637	0.0	5.7272727272727275	10.636363636363637	1.6363636363636365	4.090909090909091	4.090909090909091	4.090909090909091	4.090909090909091	0.0	0.0	0.0	1.6363636363636365	0.0	4.090909090909091	1.6363636363636365	0.0	1.6363636363636365	4.090909090909091	0.0	0.0	4.090909090909091	5.7272727272727275	8.181818181818182	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	1.6363636363636365	1.6363636363636365	0.0	5.7272727272727275	1.6363636363636365	0.0	0.0	0.0	5.7272727272727275	0.0	0.0	0.0
CEP250	1.6363636363636365	0.0	4.090909090909091	4.090909090909091	1.6363636363636365	22.090909090909093	0.0	17.181818181818183	10.636363636363637	4.090909090909091	0.0	0.0	8.181818181818182	15.545454545454547	4.090909090909091	1.6363636363636365	0.0	4.090909090909091	8.181818181818182	6.545454545454546	1.6363636363636365	8.181818181818182	6.545454545454546	6.545454545454546	15.545454545454547	6.545454545454546	6.545454545454546	0.0	0.0	0.0	10.636363636363637	0.0	6.545454545454546	0.0	0.0	10.636363636363637	13.090909090909092	37.63636363636364	15.545454545454547	4.090909090909091	4.090909090909091	0.0	10.636363636363637	13.090909090909092	6.545454545454546	1.6363636363636365	8.181818181818182	8.181818181818182	0.0	6.545454545454546	0.0	0.0	0.0
CHD8	11.454545454545455	0.0	5.7272727272727275	7.363636363636364	3.272727272727273	1.6363636363636365	5.7272727272727275	1.6363636363636365	9.818181818181818	3.272727272727273	0.0	3.272727272727273	0.0	5.7272727272727275	3.272727272727273	1.6363636363636365	1.6363636363636365	1.6363636363636365	3.272727272727273	0.0	0.0	1.6363636363636365	0.0	7.363636363636364	0.0	1.6363636363636365	1.6363636363636365	9.818181818181818	0.0	9.818181818181818	3.272727272727273	3.272727272727273	3.272727272727273	7.363636363636364	0.0	0.0	0.0	9.818181818181818	3.272727272727273	1.6363636363636365	0.0	0.0	1.6363636363636365	0.0	0.0	9.818181818181818	13.90909090909091	0.0	1.6363636363636365	7.363636363636364	0.0	3.272727272727273	0.0
CKAP5	9.818181818181818	3.272727272727273	11.454545454545455	0.0	0.0	3.272727272727273	0.0	3.272727272727273	4.909090909090909	0.0	1.6363636363636365	4.909090909090909	0.0	0.0	8.181818181818182	4.909090909090909	0.0	0.0	11.454545454545455	1.6363636363636365	3.272727272727273	3.272727272727273	3.272727272727273	1.6363636363636365	0.0	4.909090909090909	3.272727272727273	1.6363636363636365	0.0	8.181818181818182	6.545454545454546	8.181818181818182	4.909090909090909	6.545454545454546	1.6363636363636365	1.6363636363636365	11.454545454545455	8.181818181818182	6.545454545454546	1.6363636363636365	4.909090909090909	1.6363636363636365	3.272727272727273	0.0	3.272727272727273	1.6363636363636365	6.545454545454546	0.0	0.0	0.0	3.272727272727273	1.6363636363636365	0.0
COL5A1	11.454545454545455	218.45454545454547	286.3636363636364	223.36363636363637	151.36363636363637	85.0909090909091	182.45454545454547	243.81818181818184	375.54545454545456	189.0	175.9090909090909	161.1818181818182	149.72727272727275	330.54545454545456	333.8181818181818	362.4545454545455	146.45454545454547	73.63636363636364	91.63636363636364	172.63636363636365	405.0	126.81818181818183	86.72727272727273	184.0909090909091	189.0	123.54545454545455	108.0	76.90909090909092	409.90909090909093	106.36363636363637	184.0909090909091	136.63636363636365	238.90909090909093	19.636363636363637	93.27272727272728	96.54545454545455	225.0	231.54545454545456	103.0909090909091	164.45454545454547	679.909090909091	68.72727272727273	157.9090909090909	228.27272727272728	120.27272727272728	98.18181818181819	136.63636363636365	284.72727272727275	243.81818181818184	73.63636363636364	39.27272727272727	24.545454545454547	80.18181818181819
COL7A1	16.363636363636363	49.909090909090914	0.0	12.272727272727273	262.6363636363636	13.90909090909091	22.90909090909091	63.00000000000001	117.00000000000001	87.54545454545455	131.72727272727275	127.63636363636364	138.27272727272728	48.27272727272727	49.909090909090914	33.54545454545455	79.36363636363637	4.090909090909091	13.90909090909091	39.27272727272727	63.00000000000001	27.0	41.72727272727273	28.636363636363637	5.7272727272727275	49.909090909090914	9.818181818181818	5.7272727272727275	127.63636363636364	9.818181818181818	33.54545454545455	8.181818181818182	102.27272727272728	4.090909090909091	31.090909090909093	71.18181818181819	83.45454545454545	41.72727272727273	5.7272727272727275	43.36363636363637	178.36363636363637	83.45454545454545	13.90909090909091	94.0909090909091	54.0	81.81818181818183	31.090909090909093	56.45454545454546	68.72727272727273	9.818181818181818	12.272727272727273	8.181818181818182	27.0
CREBBP	4.090909090909091	17.181818181818183	35.18181818181819	8.181818181818182	6.545454545454546	22.090909090909093	19.636363636363637	0.0	26.181818181818183	10.636363636363637	0.0	22.090909090909093	8.181818181818182	19.636363636363637	1.6363636363636365	10.636363636363637	22.090909090909093	4.090909090909091	19.636363636363637	15.545454545454547	13.090909090909092	6.545454545454546	6.545454545454546	4.090909090909091	1.6363636363636365	23.72727272727273	10.636363636363637	4.090909090909091	4.090909090909091	6.545454545454546	15.545454545454547	0.0	22.090909090909093	1.6363636363636365	6.545454545454546	6.545454545454546	6.545454545454546	4.090909090909091	10.636363636363637	22.090909090909093	10.636363636363637	8.181818181818182	1.6363636363636365	15.545454545454547	23.72727272727273	31.090909090909093	37.63636363636364	6.545454545454546	17.181818181818183	23.72727272727273	17.181818181818183	4.090909090909091	13.090909090909092
DIEXF	1.6363636363636365	4.090909090909091	4.090909090909091	11.454545454545455	4.090909090909091	0.0	11.454545454545455	4.090909090909091	1.6363636363636365	9.0	1.6363636363636365	9.0	11.454545454545455	6.545454545454546	25.363636363636367	0.0	6.545454545454546	1.6363636363636365	0.0	9.0	0.0	6.545454545454546	0.0	0.0	1.6363636363636365	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	13.90909090909091	0.0	0.0	4.090909090909091	0.0	1.6363636363636365	0.0	0.0	6.545454545454546	0.0	4.090909090909091	13.90909090909091	0.0	0.0	0.0	11.454545454545455	1.6363636363636365	0.0	0.0	0.0	0.0
DIP2B	0.0	0.0	16.363636363636363	0.0	0.0	0.0	16.363636363636363	0.0	0.0	1.6363636363636365	4.090909090909091	12.272727272727273	8.181818181818182	0.0	5.7272727272727275	0.0	0.0	1.6363636363636365	0.0	1.6363636363636365	0.0	1.6363636363636365	9.818181818181818	0.0	5.7272727272727275	4.090909090909091	0.0	0.0	4.090909090909091	0.0	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	4.090909090909091	13.90909090909091	0.0	0.0	0.0	4.090909090909091	13.90909090909091	0.0	0.0	8.181818181818182	1.6363636363636365	0.0	0.0	0.0	0.0
DIP2C	11.454545454545455	0.0	9.0	0.0	1.6363636363636365	4.090909090909091	4.090909090909091	0.0	6.545454545454546	9.0	11.454545454545455	4.090909090909091	15.545454545454547	6.545454545454546	0.0	13.090909090909092	9.0	4.090909090909091	1.6363636363636365	4.090909090909091	0.0	0.0	6.545454545454546	0.0	1.6363636363636365	0.0	0.0	9.0	1.6363636363636365	6.545454545454546	0.0	0.0	6.545454545454546	1.6363636363636365	1.6363636363636365	15.545454545454547	27.0	4.090909090909091	31.90909090909091	11.454545454545455	11.454545454545455	4.090909090909091	6.545454545454546	9.0	6.545454545454546	1.6363636363636365	34.36363636363637	0.0	13.090909090909092	6.545454545454546	0.0	1.6363636363636365	6.545454545454546
DNAJC13	16.363636363636363	4.090909090909091	16.363636363636363	40.909090909090914	9.818181818181818	12.272727272727273	4.090909090909091	5.7272727272727275	8.181818181818182	0.0	8.181818181818182	4.090909090909091	4.090909090909091	13.90909090909091	1.6363636363636365	12.272727272727273	13.90909090909091	16.363636363636363	1.6363636363636365	9.818181818181818	5.7272727272727275	8.181818181818182	51.54545454545455	4.090909090909091	5.7272727272727275	12.272727272727273	13.90909090909091	4.090909090909091	4.090909090909091	13.90909090909091	13.90909090909091	8.181818181818182	16.363636363636363	18.0	13.90909090909091	16.363636363636363	31.090909090909093	9.818181818181818	31.090909090909093	5.7272727272727275	5.7272727272727275	1.6363636363636365	8.181818181818182	8.181818181818182	35.18181818181819	1.6363636363636365	13.90909090909091	13.90909090909091	5.7272727272727275	4.090909090909091	8.181818181818182	5.7272727272727275	12.272727272727273
DOCK7	10.636363636363637	10.636363636363637	14.727272727272728	8.181818181818182	19.636363636363637	1.6363636363636365	0.0	1.6363636363636365	1.6363636363636365	1.6363636363636365	0.0	4.090909090909091	0.0	14.727272727272728	1.6363636363636365	8.181818181818182	4.090909090909091	1.6363636363636365	19.636363636363637	4.090909090909091	1.6363636363636365	6.545454545454546	13.090909090909092	6.545454545454546	0.0	14.727272727272728	6.545454545454546	17.181818181818183	4.090909090909091	43.36363636363637	21.272727272727273	0.0	0.0	14.727272727272728	1.6363636363636365	1.6363636363636365	1.6363636363636365	1.6363636363636365	54.81818181818182	4.090909090909091	0.0	4.090909090909091	19.636363636363637	0.0	1.6363636363636365	0.0	0.0	8.181818181818182	6.545454545454546	0.0	1.6363636363636365	4.090909090909091	0.0
DOPEY1	0.0	0.0	4.090909090909091	0.0	0.0	0.0	1.6363636363636365	0.0	4.090909090909091	0.0	0.0	6.545454545454546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6363636363636365	0.0	1.6363636363636365	0.0	1.6363636363636365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.545454545454546	0.0	0.0	0.0	0.0	0.0	0.0	4.090909090909091	4.090909090909091	0.0	0.0	4.090909090909091	0.0	0.0	0.0
DSEL	1.6363636363636365	11.454545454545455	56.45454545454546	11.454545454545455	9.818181818181818	1.6363636363636365	13.90909090909091	0.0	0.0	5.7272727272727275	3.272727272727273	23.72727272727273	9.818181818181818	1.6363636363636365	1.6363636363636365	15.545454545454547	3.272727272727273	11.454545454545455	5.7272727272727275	13.90909090909091	1.6363636363636365	0.0	7.363636363636364	34.36363636363637	5.7272727272727275	30.272727272727273	0.0	3.272727272727273	3.272727272727273	0.0	13.90909090909091	7.363636363636364	7.363636363636364	0.0	3.272727272727273	5.7272727272727275	9.818181818181818	19.636363636363637	11.454545454545455	3.272727272727273	5.7272727272727275	5.7272727272727275	11.454545454545455	11.454545454545455	31.90909090909091	9.818181818181818	7.363636363636364	23.72727272727273	1.6363636363636365	5.7272727272727275	3.272727272727273	5.7272727272727275	0.0
DYNC1H1	81.81818181818183	81.81818181818183	94.90909090909092	68.72727272727273	103.90909090909092	88.36363636363637	64.63636363636364	49.09090909090909	79.36363636363637	110.45454545454547	94.90909090909092	34.36363636363637	27.81818181818182	47.45454545454546	121.0909090909091	117.00000000000001	147.27272727272728	71.18181818181819	14.727272727272728	71.18181818181819	101.45454545454547	58.09090909090909	88.36363636363637	85.90909090909092	45.0	31.90909090909091	88.36363636363637	14.727272727272728	38.45454545454546	81.81818181818183	58.09090909090909	42.54545454545455	55.63636363636364	142.36363636363637	49.09090909090909	47.45454545454546	114.54545454545455	58.09090909090909	122.72727272727273	84.27272727272728	73.63636363636364	18.81818181818182	110.45454545454547	122.72727272727273	105.54545454545455	25.363636363636367	85.90909090909092	108.0	88.36363636363637	47.45454545454546	64.63636363636364	45.0	18.81818181818182
EGFR	1.6363636363636365	4.090909090909091	4.090909090909091	4.090909090909091	16.363636363636363	6.545454545454546	21.272727272727273	4.090909090909091	11.454545454545455	0.0	1.6363636363636365	4.090909090909091	1.6363636363636365	18.81818181818182	9.0	6.545454545454546	1.6363636363636365	1.6363636363636365	4.090909090909091	1.6363636363636365	0.0	1.6363636363636365	1.6363636363636365	6.545454545454546	0.0	11.454545454545455	16.363636363636363	6.545454545454546	1.6363636363636365	6.545454545454546	23.72727272727273	0.0	0.0	0.0	1.6363636363636365	1.6363636363636365	23.72727272727273	6.545454545454546	0.0	0.0	0.0	0.0	0.0	9.0	1.6363636363636365	18.81818181818182	6.545454545454546	16.363636363636363	1.6363636363636365	4.090909090909091	0.0	0.0	0.0
FAM208B	0.0	5.7272727272727275	1.6363636363636365	3.272727272727273	27.81818181818182	5.7272727272727275	0.0	3.272727272727273	15.545454545454547	9.818181818181818	13.90909090909091	1.6363636363636365	1.6363636363636365	13.90909090909091	3.272727272727273	13.90909090909091	13.90909090909091	11.454545454545455	9.818181818181818	0.0	0.0	3.272727272727273	3.272727272727273	3.272727272727273	3.272727272727273	5.7272727272727275	7.363636363636364	0.0	1.6363636363636365	3.272727272727273	7.363636363636364	3.272727272727273	3.272727272727273	1.6363636363636365	7.363636363636364	1.6363636363636365	5.7272727272727275	7.363636363636364	5.7272727272727275	23.72727272727273	1.6363636363636365	9.818181818181818	7.363636363636364	7.363636363636364	13.90909090909091	15.545454545454547	9.818181818181818	1.6363636363636365	18.0	7.363636363636364	0.0	1.6363636363636365	19.636363636363637
FASN	13.090909090909092	1.6363636363636365	57.27272727272727	75.27272727272728	17.181818181818183	17.181818181818183	48.27272727272727	6.545454545454546	4.090909090909091	19.636363636363637	19.636363636363637	15.545454545454547	19.636363636363637	10.636363636363637	8.181818181818182	31.090909090909093	23.72727272727273	8.181818181818182	10.636363636363637	40.09090909090909	17.181818181818183	13.090909090909092	50.727272727272734	28.636363636363637	23.72727272727273	35.18181818181819	17.181818181818183	10.636363636363637	13.090909090909092	22.090909090909093	4.090909090909091	8.181818181818182	41.72727272727273	1.6363636363636365	37.63636363636364	6.545454545454546	19.636363636363637	10.636363636363637	22.090909090909093	41.72727272727273	1.6363636363636365	0.0	41.72727272727273	26.181818181818183	15.545454545454547	4.090909090909091	31.090909090909093	1.6363636363636365	23.72727272727273	17.181818181818183	15.545454545454547	0.0	4.090909090909091
