feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	58	59	60	61	62	63	64
ABCA1	1.3333333333333333	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	2.6666666666666665	0.0	0.0	0.0	0.0	1.3333333333333333	1.3333333333333333	0.0	1.3333333333333333	1.3333333333333333	2.6666666666666665	1.3333333333333333	0.0	6.666666666666666	5.333333333333333	2.6666666666666665	0.0	0.0	0.0	4.0	2.6666666666666665	0.0	1.3333333333333333	4.0	0.0	1.3333333333333333	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	2.6666666666666665	0.0	4.0	5.333333333333333	0.0	4.0
ABCA2	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	8.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.3333333333333333	2.6666666666666665	0.0	0.0	0.0	5.333333333333333	2.6666666666666665	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	1.3333333333333333	1.3333333333333333	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	4.0	1.3333333333333333	2.6666666666666665	0.0	0.0	1.3333333333333333	2.6666666666666665	1.3333333333333333	0.0	1.3333333333333333	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	2.6666666666666665	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	2.6666666666666665	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.6666666666666665	0.0	2.6666666666666665
ABCC5	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	1.3333333333333333	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.6666666666666665	0.0	2.6666666666666665	0.0	2.6666666666666665	8.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD13	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	1.3333333333333333	0.0	1.3333333333333333	1.3333333333333333	1.3333333333333333	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	1.3333333333333333	5.333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.333333333333332	4.0	2.6666666666666665	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.333333333333333	0.0	0.0	0.0	0.0	1.3333333333333333	5.333333333333333	2.6666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	1.3333333333333333
ACSL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	1.3333333333333333	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	1.3333333333333333	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333
ADAM17	1.3333333333333333	1.3333333333333333	2.6666666666666665	0.0	5.333333333333333	0.0	1.3333333333333333	0.0	0.0	1.3333333333333333	0.0	0.0	2.6666666666666665	0.0	5.333333333333333	1.3333333333333333	0.0	1.3333333333333333	0.0	5.333333333333333	0.0	1.3333333333333333	2.6666666666666665	10.666666666666666	0.0	0.0	0.0	5.333333333333333	14.666666666666666	4.0	5.333333333333333	2.6666666666666665	4.0	5.333333333333333	5.333333333333333	2.6666666666666665	0.0	5.333333333333333	4.0	5.333333333333333	2.6666666666666665	4.0	1.3333333333333333	2.6666666666666665	2.6666666666666665	0.0	0.0	0.0	0.0	6.666666666666666	6.666666666666666	5.333333333333333	1.3333333333333333	0.0	0.0	4.0	0.0	0.0	0.0	16.0	4.0
ADAMTS15	2.6666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	2.6666666666666665	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	1.3333333333333333	0.0	4.0	0.0	1.3333333333333333	2.6666666666666665	0.0	30.666666666666664	1.3333333333333333	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	2.6666666666666665	0.0	1.3333333333333333	2.6666666666666665	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	0.0	2.6666666666666665	0.0	2.6666666666666665	2.6666666666666665
ADAMTS3	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	5.333333333333333	0.0	0.0	1.3333333333333333	1.3333333333333333	1.3333333333333333	0.0	0.0	2.6666666666666665	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	2.6666666666666665	0.0	2.6666666666666665	1.3333333333333333	1.3333333333333333	1.3333333333333333	0.0	0.0	0.0	0.0	0.0
