feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52
ABCA2	1.853383458646617	0.0	0.0	0.0	6.486842105263159	0.0	0.0	8.340225563909776	3.706766917293234	0.0	1.853383458646617	3.706766917293234	0.0	0.0	0.0	3.706766917293234	0.0	1.853383458646617	1.853383458646617	0.0	0.0	3.706766917293234	0.0	1.853383458646617	0.0	6.486842105263159	0.0	3.706766917293234	3.706766917293234	0.0	0.0	3.706766917293234	3.706766917293234	0.0	1.853383458646617	0.0	1.853383458646617	3.706766917293234	0.0	1.853383458646617	1.853383458646617	10.193609022556393	0.0	1.853383458646617	1.853383458646617	1.853383458646617	8.340225563909776	6.486842105263159	1.853383458646617	0.0	3.706766917293234	1.853383458646617	3.706766917293234
AFAP1	17.60714285714286	22.240601503759404	25.020676691729328	3.706766917293234	11.120300751879702	3.706766917293234	1.853383458646617	6.486842105263159	1.853383458646617	20.387218045112785	0.0	17.60714285714286	1.853383458646617	34.28759398496241	15.753759398496245	0.0	1.853383458646617	98.2293233082707	15.753759398496245	87.109022556391	17.60714285714286	11.120300751879702	11.120300751879702	1.853383458646617	3.706766917293234	17.60714285714286	20.387218045112785	3.706766917293234	1.853383458646617	11.120300751879702	0.0	31.50751879699249	26.874060150375946	8.340225563909776	8.340225563909776	3.706766917293234	6.486842105263159	6.486842105263159	15.753759398496245	65.7951127819549	6.486842105263159	15.753759398496245	11.120300751879702	36.14097744360903	26.874060150375946	31.50751879699249	1.853383458646617	22.240601503759404	40.77443609022557	20.387218045112785	17.60714285714286	54.6748120300752	0.0
AFF4	15.753759398496245	11.120300751879702	4.633458646616543	1.853383458646617	4.633458646616543	13.900375939849626	6.486842105263159	0.0	9.266917293233085	11.120300751879702	0.0	9.266917293233085	0.0	6.486842105263159	9.266917293233085	4.633458646616543	1.853383458646617	6.486842105263159	1.853383458646617	23.167293233082713	1.853383458646617	0.0	0.0	4.633458646616543	11.120300751879702	0.0	1.853383458646617	0.0	1.853383458646617	6.486842105263159	4.633458646616543	4.633458646616543	0.0	4.633458646616543	0.0	0.0	1.853383458646617	4.633458646616543	6.486842105263159	1.853383458646617	0.0	1.853383458646617	6.486842105263159	11.120300751879702	0.0	0.0	6.486842105263159	1.853383458646617	1.853383458646617	6.486842105263159	1.853383458646617	13.900375939849626	0.0
AGPS	0.0	1.853383458646617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.853383458646617	0.0	0.0	1.853383458646617	0.0	1.853383458646617	0.0	0.0	1.853383458646617	0.0	0.0	1.853383458646617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.633458646616543	0.0	0.0	0.0	1.853383458646617	0.0	0.0	0.0	34.28759398496241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.633458646616543	0.0	0.0	0.0	0.0
AKAP11	0.0	0.0	4.633458646616543	0.0	1.853383458646617	0.0	0.0	0.0	0.0	0.0	1.853383458646617	1.853383458646617	0.0	9.266917293233085	1.853383458646617	0.0	0.0	1.853383458646617	0.0	0.0	6.486842105263159	0.0	1.853383458646617	0.0	0.0	0.0	0.0	4.633458646616543	0.0	0.0	4.633458646616543	6.486842105263159	0.0	1.853383458646617	0.0	1.853383458646617	0.0	0.0	0.0	1.853383458646617	1.853383458646617	0.0	6.486842105263159	0.0	0.0	0.0	0.0	0.0	0.0	1.853383458646617	0.0	0.0	0.0
ALMS1	0.0	1.853383458646617	12.973684210526319	0.0	0.0	6.486842105263159	6.486842105263159	0.0	0.0	0.0	3.706766917293234	0.0	0.0	1.853383458646617	0.0	0.0	1.853383458646617	0.0	0.0	6.486842105263159	0.0	0.0	0.0	3.706766917293234	0.0	0.0	0.0	0.0	1.853383458646617	0.0	0.0	6.486842105263159	0.0	0.0	3.706766917293234	0.0	0.0	0.0	1.853383458646617	6.486842105263159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.706766917293234	0.0	0.0
ALPK2	8.340225563909776	5.560150375939851	3.706766917293234	10.193609022556393	13.900375939849626	13.900375939849626	18.53383458646617	16.680451127819552	58.38157894736843	16.680451127819552	13.900375939849626	3.706766917293234	12.04699248120301	3.706766917293234	3.706766917293234	5.560150375939851	1.853383458646617	23.167293233082713	1.853383458646617	13.900375939849626	5.560150375939851	0.0	16.680451127819552	3.706766917293234	1.853383458646617	26.874060150375946	1.853383458646617	1.853383458646617	28.72744360902256	23.167293233082713	13.900375939849626	5.560150375939851	3.706766917293234	13.900375939849626	3.706766917293234	0.0	0.0	33.360902255639104	12.04699248120301	20.387218045112785	5.560150375939851	5.560150375939851	25.020676691729328	12.04699248120301	0.0	5.560150375939851	41.70112781954888	10.193609022556393	35.21428571428572	31.50751879699249	12.04699248120301	20.387218045112785	18.53383458646617
AMOTL1	1.853383458646617	13.900375939849626	32.434210526315795	23.167293233082713	6.486842105263159	9.266917293233085	30.58082706766918	13.900375939849626	13.900375939849626	9.266917293233085	6.486842105263159	21.313909774436095	11.120300751879702	27.800751879699252	21.313909774436095	1.853383458646617	11.120300751879702	6.486842105263159	1.853383458646617	13.900375939849626	0.0	11.120300751879702	1.853383458646617	25.947368421052637	23.167293233082713	13.900375939849626	9.266917293233085	11.120300751879702	15.753759398496245	6.486842105263159	15.753759398496245	6.486842105263159	13.900375939849626	1.853383458646617	0.0	15.753759398496245	0.0	4.633458646616543	1.853383458646617	15.753759398496245	25.947368421052637	6.486842105263159	6.486842105263159	9.266917293233085	1.853383458646617	30.58082706766918	1.853383458646617	1.853383458646617	1.853383458646617	15.753759398496245	9.266917293233085	6.486842105263159	13.900375939849626
ANKRD52	5.560150375939851	13.900375939849626	3.706766917293234	15.753759398496245	1.853383458646617	24.09398496240602	32.434210526315795	29.65413533834587	13.900375939849626	5.560150375939851	5.560150375939851	12.04699248120301	9.266917293233085	22.240601503759404	25.947368421052637	3.706766917293234	7.413533834586468	48.18796992481204	9.266917293233085	15.753759398496245	5.560150375939851	22.240601503759404	3.706766917293234	9.266917293233085	1.853383458646617	7.413533834586468	9.266917293233085	15.753759398496245	24.09398496240602	5.560150375939851	5.560150375939851	5.560150375939851	15.753759398496245	15.753759398496245	25.947368421052637	19.460526315789476	9.266917293233085	3.706766917293234	7.413533834586468	12.04699248120301	1.853383458646617	0.0	19.460526315789476	1.853383458646617	12.04699248120301	62.08834586466167	12.04699248120301	17.60714285714286	1.853383458646617	17.60714285714286	9.266917293233085	5.560150375939851	7.413533834586468
ARL10	0.0	0.0	0.0	0.0	0.0	4.633458646616543	0.0	0.0	1.853383458646617	0.0	0.0	1.853383458646617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.853383458646617	1.853383458646617	1.853383458646617	1.853383458646617	4.633458646616543	0.0	1.853383458646617	1.853383458646617	0.0	0.0	0.0	1.853383458646617	0.0	0.0	0.0	0.0	0.0	1.853383458646617	0.0	0.0	6.486842105263159	0.0	0.0	1.853383458646617	0.0	0.0	0.0	0.0	0.0	1.853383458646617	0.0	0.0	0.0
ASCC3	0.0	0.0	1.853383458646617	0.0	1.853383458646617	3.706766917293234	3.706766917293234	0.0	3.706766917293234	1.853383458646617	6.486842105263159	0.0	6.486842105263159	0.0	1.853383458646617	3.706766917293234	0.0	16.680451127819552	6.486842105263159	6.486842105263159	0.0	0.0	0.0	6.486842105263159	3.706766917293234	16.680451127819552	0.0	3.706766917293234	0.0	0.0	0.0	6.486842105263159	1.853383458646617	3.706766917293234	8.340225563909776	0.0	6.486842105263159	6.486842105263159	10.193609022556393	0.0	8.340225563909776	1.853383458646617	1.853383458646617	6.486842105263159	0.0	3.706766917293234	0.0	3.706766917293234	16.680451127819552	6.486842105263159	0.0	6.486842105263159	3.706766917293234
ATP11A	0.0	0.0	11.120300751879702	1.853383458646617	0.0	6.486842105263159	1.853383458646617	0.0	9.266917293233085	9.266917293233085	1.853383458646617	0.0	13.900375939849626	0.0	4.633458646616543	1.853383458646617	0.0	11.120300751879702	0.0	1.853383458646617	4.633458646616543	4.633458646616543	0.0	20.387218045112785	0.0	0.0	11.120300751879702	15.753759398496245	6.486842105263159	6.486842105263159	0.0	9.266917293233085	0.0	0.0	0.0	11.120300751879702	0.0	13.900375939849626	4.633458646616543	0.0	1.853383458646617	0.0	13.900375939849626	1.853383458646617	0.0	9.266917293233085	1.853383458646617	6.486842105263159	9.266917293233085	0.0	6.486842105263159	0.0	11.120300751879702
BRCA2	0.0	0.0	0.0	0.0	0.0	9.266917293233085	0.0	0.0	0.0	0.0	4.633458646616543	4.633458646616543	1.853383458646617	12.04699248120301	0.0	0.0	0.0	0.0	0.0	0.0	1.853383458646617	0.0	1.853383458646617	0.0	0.0	0.0	0.0	1.853383458646617	0.0	1.853383458646617	0.0	0.0	0.0	0.0	1.853383458646617	0.0	0.0	0.0	4.633458646616543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.853383458646617	0.0	0.0	1.853383458646617	1.853383458646617
C14orf132	0.0	1.853383458646617	0.0	1.853383458646617	0.0	15.753759398496245	0.0	1.853383458646617	7.413533834586468	21.313909774436095	0.0	0.0	9.266917293233085	9.266917293233085	7.413533834586468	1.853383458646617	1.853383458646617	1.853383458646617	3.706766917293234	0.0	7.413533834586468	1.853383458646617	1.853383458646617	3.706766917293234	12.04699248120301	13.900375939849626	5.560150375939851	3.706766917293234	5.560150375939851	7.413533834586468	3.706766917293234	3.706766917293234	3.706766917293234	3.706766917293234	7.413533834586468	0.0	7.413533834586468	0.0	3.706766917293234	17.60714285714286	5.560150375939851	3.706766917293234	1.853383458646617	5.560150375939851	13.900375939849626	0.0	15.753759398496245	0.0	3.706766917293234	0.0	5.560150375939851	0.0	0.0
C17orf51	1.853383458646617	0.0	0.0	0.0	0.0	0.0	7.413533834586468	5.560150375939851	22.240601503759404	0.0	0.0	0.0	3.706766917293234	10.193609022556393	1.853383458646617	3.706766917293234	1.853383458646617	3.706766917293234	0.0	1.853383458646617	1.853383458646617	0.0	0.0	1.853383458646617	1.853383458646617	0.0	0.0	0.0	1.853383458646617	0.0	1.853383458646617	10.193609022556393	1.853383458646617	0.0	3.706766917293234	0.0	1.853383458646617	1.853383458646617	0.0	1.853383458646617	1.853383458646617	0.0	0.0	1.853383458646617	0.0	1.853383458646617	1.853383458646617	5.560150375939851	0.0	5.560150375939851	12.04699248120301	3.706766917293234	0.0
CACNA1A	1.853383458646617	0.0	0.0	0.0	1.853383458646617	0.0	0.0	6.486842105263159	1.853383458646617	12.973684210526319	11.120300751879702	1.853383458646617	0.0	8.340225563909776	0.0	0.0	0.0	1.853383458646617	8.340225563909776	0.0	0.0	8.340225563909776	3.706766917293234	0.0	0.0	6.486842105263159	3.706766917293234	8.340225563909776	11.120300751879702	0.0	8.340225563909776	8.340225563909776	1.853383458646617	0.0	6.486842105263159	0.0	3.706766917293234	1.853383458646617	1.853383458646617	0.0	0.0	0.0	0.0	0.0	1.853383458646617	1.853383458646617	0.0	0.0	8.340225563909776	0.0	0.0	6.486842105263159	0.0
