feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
CEP250	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	1.4081632653061225	0.0	4.224489795918368	0.0	0.0	1.4081632653061225	1.4081632653061225	1.4081632653061225	2.816326530612245	0.0	4.224489795918368	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	0.0	2.816326530612245	0.0	2.816326530612245	1.4081632653061225	0.0	1.4081632653061225	0.0	2.816326530612245	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	0.0	4.224489795918368	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	0.0	4.224489795918368	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	2.816326530612245	0.0	0.0	2.816326530612245	1.4081632653061225	0.0	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	5.63265306122449	0.0	0.0	0.0	8.448979591836736	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	4.224489795918368	0.0	2.816326530612245	1.4081632653061225	5.63265306122449	1.4081632653061225	0.0	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	0.0	1.4081632653061225
CHD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.816326530612245	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	4.224489795918368	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	2.816326530612245	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	2.816326530612245	2.816326530612245	0.0	2.816326530612245	0.0	4.224489795918368	1.4081632653061225	2.816326530612245	0.0	2.816326530612245	1.4081632653061225	2.816326530612245	0.0	4.224489795918368	0.0	1.4081632653061225	4.224489795918368	8.448979591836736	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	5.63265306122449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	5.63265306122449	1.4081632653061225	0.0	2.816326530612245	1.4081632653061225	1.4081632653061225	0.0	2.816326530612245	1.4081632653061225	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	0.0
CKAP5	15.489795918367347	1.4081632653061225	16.89795918367347	1.4081632653061225	9.857142857142858	18.306122448979593	7.040816326530612	7.040816326530612	11.26530612244898	8.448979591836736	16.89795918367347	8.448979591836736	21.122448979591837	9.857142857142858	1.4081632653061225	1.4081632653061225	11.26530612244898	7.040816326530612	11.26530612244898	0.0	4.224489795918368	4.224489795918368	8.448979591836736	7.040816326530612	1.4081632653061225	8.448979591836736	16.89795918367347	7.040816326530612	7.040816326530612	7.040816326530612	7.040816326530612	21.122448979591837	8.448979591836736	4.224489795918368	9.857142857142858	14.081632653061224	0.0	2.816326530612245	16.89795918367347	9.857142857142858	2.816326530612245	8.448979591836736	14.081632653061224	4.224489795918368	0.0	18.306122448979593	7.040816326530612	4.224489795918368	4.224489795918368	4.224489795918368	0.0	8.448979591836736	1.4081632653061225	25.346938775510203	2.816326530612245	2.816326530612245	8.448979591836736	4.224489795918368	7.040816326530612	25.346938775510203	11.26530612244898	1.4081632653061225	2.816326530612245	11.26530612244898	4.224489795918368	4.224489795918368	0.0	11.26530612244898	1.4081632653061225	21.122448979591837	9.857142857142858	1.4081632653061225	23.93877551020408	8.448979591836736	1.4081632653061225	1.4081632653061225	23.93877551020408	11.26530612244898	8.448979591836736	9.857142857142858	14.081632653061224	1.4081632653061225	8.448979591836736	2.816326530612245	1.4081632653061225	0.0	15.489795918367347	8.448979591836736	0.0	11.26530612244898	1.4081632653061225	8.448979591836736	36.61224489795919	16.89795918367347	7.040816326530612	32.38775510204081	9.857142857142858	14.081632653061224	4.224489795918368	11.26530612244898	14.081632653061224
COL5A1	80.26530612244898	108.42857142857143	133.77551020408163	81.6734693877551	245.0204081632653	77.44897959183673	0.0	225.30612244897958	108.42857142857143	105.61224489795919	139.40816326530611	29.571428571428573	59.142857142857146	87.3061224489796	7.040816326530612	4.224489795918368	126.73469387755102	53.51020408163265	374.57142857142856	2.816326530612245	90.12244897959184	167.57142857142858	99.9795918367347	66.18367346938776	4.224489795918368	149.26530612244898	129.55102040816325	115.46938775510205	38.02040816326531	29.571428571428573	225.30612244897958	129.55102040816325	177.42857142857142	18.306122448979593	107.0204081632653	115.46938775510205	64.77551020408163	67.59183673469389	87.3061224489796	39.42857142857143	91.53061224489797	99.9795918367347	63.36734693877551	25.346938775510203	101.38775510204081	226.71428571428572	99.9795918367347	64.77551020408163	2.816326530612245	143.6326530612245	22.53061224489796	46.46938775510204	59.142857142857146	99.9795918367347	46.46938775510204	153.48979591836735	43.6530612244898	1.4081632653061225	15.489795918367347	125.3265306122449	128.14285714285714	0.0	39.42857142857143	71.81632653061224	114.06122448979592	43.6530612244898	176.0204081632653	201.3673469387755	170.3877551020408	90.12244897959184	64.77551020408163	230.9387755102041	114.06122448979592	167.57142857142858	118.28571428571429	14.081632653061224	187.28571428571428	87.3061224489796	99.9795918367347	57.734693877551024	21.122448979591837	50.69387755102041	101.38775510204081	91.53061224489797	74.63265306122449	4.224489795918368	87.3061224489796	140.81632653061226	50.69387755102041	90.12244897959184	164.75510204081633	91.53061224489797	107.0204081632653	64.77551020408163	43.6530612244898	142.22448979591837	80.26530612244898	146.44897959183675	11.26530612244898	122.51020408163265	39.42857142857143
COL7A1	1.4081632653061225	1.4081632653061225	0.0	0.0	2.816326530612245	1.4081632653061225	4.224489795918368	5.63265306122449	0.0	2.816326530612245	4.224489795918368	0.0	1.4081632653061225	4.224489795918368	0.0	0.0	0.0	1.4081632653061225	8.448979591836736	0.0	0.0	0.0	9.857142857142858	0.0	0.0	15.489795918367347	0.0	11.26530612244898	4.224489795918368	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	4.224489795918368	0.0	1.4081632653061225	8.448979591836736	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	4.224489795918368	0.0	2.816326530612245	0.0	1.4081632653061225	5.63265306122449	2.816326530612245	0.0	4.224489795918368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	1.4081632653061225	2.816326530612245	0.0	2.816326530612245	2.816326530612245	0.0	0.0	0.0	2.816326530612245	0.0	0.0	1.4081632653061225	5.63265306122449	2.816326530612245	0.0	2.816326530612245	0.0	0.0	1.4081632653061225	4.224489795918368	1.4081632653061225	0.0	5.63265306122449	4.224489795918368	0.0	2.816326530612245	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	8.448979591836736	0.0
CREBBP	0.0	4.224489795918368	11.26530612244898	1.4081632653061225	12.673469387755102	19.714285714285715	1.4081632653061225	11.26530612244898	5.63265306122449	2.816326530612245	1.4081632653061225	8.448979591836736	12.673469387755102	0.0	1.4081632653061225	0.0	8.448979591836736	4.224489795918368	9.857142857142858	1.4081632653061225	0.0	0.0	5.63265306122449	4.224489795918368	0.0	5.63265306122449	4.224489795918368	5.63265306122449	5.63265306122449	4.224489795918368	1.4081632653061225	12.673469387755102	4.224489795918368	1.4081632653061225	5.63265306122449	4.224489795918368	1.4081632653061225	8.448979591836736	2.816326530612245	2.816326530612245	4.224489795918368	5.63265306122449	8.448979591836736	1.4081632653061225	5.63265306122449	4.224489795918368	11.26530612244898	5.63265306122449	1.4081632653061225	12.673469387755102	1.4081632653061225	0.0	4.224489795918368	12.673469387755102	9.857142857142858	8.448979591836736	2.816326530612245	1.4081632653061225	5.63265306122449	8.448979591836736	5.63265306122449	1.4081632653061225	0.0	11.26530612244898	2.816326530612245	1.4081632653061225	0.0	1.4081632653061225	4.224489795918368	0.0	8.448979591836736	4.224489795918368	8.448979591836736	1.4081632653061225	5.63265306122449	1.4081632653061225	5.63265306122449	0.0	12.673469387755102	5.63265306122449	1.4081632653061225	1.4081632653061225	9.857142857142858	5.63265306122449	2.816326530612245	0.0	4.224489795918368	8.448979591836736	0.0	8.448979591836736	5.63265306122449	5.63265306122449	9.857142857142858	15.489795918367347	0.0	1.4081632653061225	11.26530612244898	9.857142857142858	4.224489795918368	4.224489795918368	2.816326530612245
DIEXF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIP2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	2.816326530612245	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	4.224489795918368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	2.816326530612245	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	1.4081632653061225
DIP2C	4.224489795918368	2.816326530612245	5.63265306122449	1.4081632653061225	0.0	1.4081632653061225	4.224489795918368	0.0	5.63265306122449	5.63265306122449	0.0	1.4081632653061225	2.816326530612245	1.4081632653061225	0.0	0.0	5.63265306122449	1.4081632653061225	5.63265306122449	0.0	0.0	2.816326530612245	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	4.224489795918368	0.0	5.63265306122449	0.0	2.816326530612245	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	1.4081632653061225	0.0	2.816326530612245	1.4081632653061225	5.63265306122449	0.0	1.4081632653061225	4.224489795918368	0.0	5.63265306122449	0.0	2.816326530612245	2.816326530612245	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	2.816326530612245	2.816326530612245	1.4081632653061225	0.0	4.224489795918368	2.816326530612245	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	5.63265306122449	1.4081632653061225	2.816326530612245	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	2.816326530612245	0.0	2.816326530612245	0.0	1.4081632653061225	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225
DNAJC13	4.224489795918368	8.448979591836736	2.816326530612245	1.4081632653061225	2.816326530612245	11.26530612244898	2.816326530612245	12.673469387755102	4.224489795918368	1.4081632653061225	5.63265306122449	5.63265306122449	5.63265306122449	11.26530612244898	2.816326530612245	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	2.816326530612245	4.224489795918368	1.4081632653061225	2.816326530612245	1.4081632653061225	11.26530612244898	5.63265306122449	5.63265306122449	2.816326530612245	2.816326530612245	4.224489795918368	4.224489795918368	0.0	0.0	9.857142857142858	8.448979591836736	1.4081632653061225	1.4081632653061225	2.816326530612245	4.224489795918368	1.4081632653061225	8.448979591836736	12.673469387755102	0.0	9.857142857142858	1.4081632653061225	1.4081632653061225	4.224489795918368	0.0	8.448979591836736	1.4081632653061225	1.4081632653061225	2.816326530612245	4.224489795918368	1.4081632653061225	1.4081632653061225	1.4081632653061225	4.224489795918368	4.224489795918368	18.306122448979593	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	1.4081632653061225	4.224489795918368	9.857142857142858	0.0	1.4081632653061225	4.224489795918368	5.63265306122449	1.4081632653061225	12.673469387755102	5.63265306122449	4.224489795918368	2.816326530612245	5.63265306122449	1.4081632653061225	2.816326530612245	1.4081632653061225	0.0	5.63265306122449	2.816326530612245	1.4081632653061225	0.0	1.4081632653061225	8.448979591836736	11.26530612244898	0.0	5.63265306122449	0.0	5.63265306122449	1.4081632653061225	2.816326530612245	0.0	8.448979591836736	0.0	4.224489795918368	4.224489795918368	1.4081632653061225	16.89795918367347
DOCK7	0.0	0.0	0.0	0.0	2.816326530612245	8.448979591836736	0.0	0.0	4.224489795918368	2.816326530612245	1.4081632653061225	2.816326530612245	2.816326530612245	1.4081632653061225	0.0	1.4081632653061225	1.4081632653061225	1.4081632653061225	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	2.816326530612245	0.0	1.4081632653061225	2.816326530612245	0.0	0.0	0.0	2.816326530612245	0.0	1.4081632653061225	1.4081632653061225	0.0	5.63265306122449	5.63265306122449	1.4081632653061225	0.0	4.224489795918368	0.0	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	2.816326530612245	0.0	2.816326530612245	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	0.0	2.816326530612245	0.0	4.224489795918368	1.4081632653061225	0.0	2.816326530612245	0.0	0.0	2.816326530612245	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	1.4081632653061225	5.63265306122449	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	4.224489795918368	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	4.224489795918368	1.4081632653061225	0.0	0.0	0.0	0.0
DOPEY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.816326530612245	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0
DSEL	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	2.816326530612245	0.0	4.224489795918368	0.0	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	2.816326530612245	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	1.4081632653061225	2.816326530612245	2.816326530612245	0.0	0.0	2.816326530612245	9.857142857142858	0.0	0.0	2.816326530612245	5.63265306122449	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	12.673469387755102	0.0	0.0	2.816326530612245	2.816326530612245	0.0	8.448979591836736	0.0	4.224489795918368	8.448979591836736	0.0	0.0	11.26530612244898	2.816326530612245	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	4.224489795918368	1.4081632653061225	0.0	0.0	0.0	0.0
DYNC1H1	43.6530612244898	28.163265306122447	32.38775510204081	23.93877551020408	15.489795918367347	47.87755102040816	54.91836734693877	15.489795918367347	26.755102040816325	21.122448979591837	38.02040816326531	28.163265306122447	21.122448979591837	23.93877551020408	15.489795918367347	5.63265306122449	40.83673469387755	9.857142857142858	40.83673469387755	2.816326530612245	16.89795918367347	21.122448979591837	12.673469387755102	9.857142857142858	2.816326530612245	21.122448979591837	18.306122448979593	42.244897959183675	21.122448979591837	23.93877551020408	30.979591836734695	47.87755102040816	35.204081632653065	5.63265306122449	9.857142857142858	39.42857142857143	11.26530612244898	21.122448979591837	19.714285714285715	23.93877551020408	19.714285714285715	18.306122448979593	64.77551020408163	8.448979591836736	21.122448979591837	33.79591836734694	12.673469387755102	33.79591836734694	19.714285714285715	39.42857142857143	23.93877551020408	19.714285714285715	23.93877551020408	33.79591836734694	18.306122448979593	16.89795918367347	42.244897959183675	9.857142857142858	15.489795918367347	49.285714285714285	18.306122448979593	5.63265306122449	19.714285714285715	23.93877551020408	12.673469387755102	19.714285714285715	33.79591836734694	21.122448979591837	18.306122448979593	15.489795918367347	26.755102040816325	35.204081632653065	23.93877551020408	25.346938775510203	9.857142857142858	11.26530612244898	35.204081632653065	23.93877551020408	33.79591836734694	11.26530612244898	16.89795918367347	25.346938775510203	9.857142857142858	30.979591836734695	12.673469387755102	8.448979591836736	9.857142857142858	23.93877551020408	23.93877551020408	12.673469387755102	4.224489795918368	18.306122448979593	28.163265306122447	11.26530612244898	16.89795918367347	33.79591836734694	38.02040816326531	12.673469387755102	16.89795918367347	18.306122448979593	9.857142857142858
EGFR	1.4081632653061225	1.4081632653061225	0.0	0.0	0.0	2.816326530612245	0.0	5.63265306122449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	2.816326530612245	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.816326530612245	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0
FAM208B	4.224489795918368	0.0	8.448979591836736	0.0	0.0	4.224489795918368	0.0	1.4081632653061225	4.224489795918368	4.224489795918368	1.4081632653061225	0.0	1.4081632653061225	2.816326530612245	1.4081632653061225	1.4081632653061225	2.816326530612245	0.0	2.816326530612245	0.0	1.4081632653061225	4.224489795918368	4.224489795918368	0.0	0.0	0.0	1.4081632653061225	5.63265306122449	2.816326530612245	4.224489795918368	2.816326530612245	1.4081632653061225	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	4.224489795918368	0.0	1.4081632653061225	0.0	0.0	1.4081632653061225	1.4081632653061225	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	0.0	4.224489795918368	0.0	2.816326530612245	2.816326530612245	0.0	2.816326530612245	0.0	1.4081632653061225	1.4081632653061225	9.857142857142858	1.4081632653061225	0.0	0.0	1.4081632653061225	2.816326530612245	0.0	1.4081632653061225	1.4081632653061225	11.26530612244898	0.0	5.63265306122449	2.816326530612245	8.448979591836736	2.816326530612245	1.4081632653061225	2.816326530612245	0.0	0.0	0.0	0.0	0.0	2.816326530612245	5.63265306122449	4.224489795918368	0.0	4.224489795918368	1.4081632653061225	0.0	1.4081632653061225	12.673469387755102	1.4081632653061225	1.4081632653061225	1.4081632653061225	0.0	12.673469387755102	0.0	2.816326530612245	0.0	0.0	0.0
FASN	0.0	0.0	0.0	2.816326530612245	1.4081632653061225	4.224489795918368	0.0	5.63265306122449	2.816326530612245	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	4.224489795918368	2.816326530612245	0.0	1.4081632653061225	2.816326530612245	2.816326530612245	0.0	0.0	1.4081632653061225	0.0	2.816326530612245	0.0	2.816326530612245	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	1.4081632653061225	0.0	1.4081632653061225	2.816326530612245	0.0	0.0	0.0	5.63265306122449	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	2.816326530612245	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	1.4081632653061225	0.0	0.0	0.0	0.0	2.816326530612245	1.4081632653061225	0.0	0.0	0.0	2.816326530612245	1.4081632653061225	0.0	0.0	0.0	1.4081632653061225	0.0	1.4081632653061225	2.816326530612245	0.0
FBN1	40.83673469387755	69.0	98.57142857142857	61.95918367346939	63.36734693877551	198.55102040816325	15.489795918367347	105.61224489795919	38.02040816326531	77.44897959183673	53.51020408163265	36.61224489795919	98.57142857142857	88.71428571428571	1.4081632653061225	8.448979591836736	39.42857142857143	5.63265306122449	118.28571428571429	0.0	22.53061224489796	91.53061224489797	56.326530612244895	23.93877551020408	4.224489795918368	33.79591836734694	63.36734693877551	22.53061224489796	29.571428571428573	128.14285714285714	59.142857142857146	185.87755102040816	105.61224489795919	5.63265306122449	40.83673469387755	107.0204081632653	60.55102040816327	18.306122448979593	70.40816326530613	29.571428571428573	104.20408163265306	38.02040816326531	40.83673469387755	2.816326530612245	32.38775510204081	84.48979591836735	33.79591836734694	43.6530612244898	2.816326530612245	126.73469387755102	54.91836734693877	23.93877551020408	47.87755102040816	104.20408163265306	23.93877551020408	101.38775510204081	45.06122448979592	5.63265306122449	11.26530612244898	66.18367346938776	54.91836734693877	4.224489795918368	56.326530612244895	16.89795918367347	52.10204081632653	9.857142857142858	16.89795918367347	63.36734693877551	38.02040816326531	29.571428571428573	52.10204081632653	84.48979591836735	91.53061224489797	12.673469387755102	43.6530612244898	16.89795918367347	94.34693877551021	67.59183673469389	76.04081632653062	30.979591836734695	18.306122448979593	16.89795918367347	80.26530612244898	32.38775510204081	15.489795918367347	1.4081632653061225	50.69387755102041	109.83673469387755	8.448979591836736	80.26530612244898	53.51020408163265	83.08163265306122	67.59183673469389	23.93877551020408	40.83673469387755	84.48979591836735	8.448979591836736	87.3061224489796	1.4081632653061225	74.63265306122449	15.489795918367347
FBN2	43.6530612244898	26.755102040816325	85.89795918367346	47.87755102040816	90.12244897959184	109.83673469387755	4.224489795918368	136.59183673469389	73.22448979591837	128.14285714285714	130.9591836734694	45.06122448979592	163.3469387755102	74.63265306122449	18.306122448979593	4.224489795918368	38.02040816326531	12.673469387755102	90.12244897959184	0.0	9.857142857142858	116.87755102040816	121.10204081632654	74.63265306122449	11.26530612244898	69.0	88.71428571428571	114.06122448979592	61.95918367346939	173.20408163265307	145.0408163265306	85.89795918367346	71.81632653061224	8.448979591836736	39.42857142857143	149.26530612244898	232.3469387755102	166.16326530612244	43.6530612244898	94.34693877551021	64.77551020408163	57.734693877551024	71.81632653061224	25.346938775510203	38.02040816326531	116.87755102040816	11.26530612244898	129.55102040816325	11.26530612244898	171.79591836734693	61.95918367346939	16.89795918367347	66.18367346938776	146.44897959183675	5.63265306122449	29.571428571428573	128.14285714285714	4.224489795918368	32.38775510204081	33.79591836734694	178.83673469387756	1.4081632653061225	16.89795918367347	0.0	11.26530612244898	23.93877551020408	50.69387755102041	12.673469387755102	52.10204081632653	26.755102040816325	18.306122448979593	26.755102040816325	123.91836734693878	115.46938775510205	54.91836734693877	22.53061224489796	354.85714285714283	67.59183673469389	225.30612244897958	30.979591836734695	16.89795918367347	1.4081632653061225	101.38775510204081	40.83673469387755	11.26530612244898	4.224489795918368	121.10204081632654	146.44897959183675	8.448979591836736	38.02040816326531	25.346938775510203	92.93877551020408	83.08163265306122	22.53061224489796	22.53061224489796	173.20408163265307	40.83673469387755	101.38775510204081	9.857142857142858	29.571428571428573	8.448979591836736
FLNA	209.81632653061226	260.51020408163265	249.24489795918367	97.16326530612245	119.6938775510204	176.0204081632653	42.244897959183675	76.04081632653062	122.51020408163265	101.38775510204081	280.2244897959184	219.6734693877551	108.42857142857143	256.2857142857143	21.122448979591837	35.204081632653065	370.3469387755102	256.2857142857143	84.48979591836735	7.040816326530612	36.61224489795919	181.6530612244898	105.61224489795919	66.18367346938776	30.979591836734695	107.0204081632653	146.44897959183675	329.51020408163265	91.53061224489797	319.6530612244898	159.12244897959184	114.06122448979592	132.3673469387755	49.285714285714285	125.3265306122449	225.30612244897958	84.48979591836735	332.3265306122449	98.57142857142857	99.9795918367347	99.9795918367347	180.24489795918367	380.2040816326531	184.46938775510205	128.14285714285714	245.0204081632653	76.04081632653062	228.12244897959184	149.26530612244898	212.6326530612245	87.3061224489796	42.244897959183675	105.61224489795919	153.48979591836735	104.20408163265306	160.53061224489795	92.93877551020408	63.36734693877551	143.6326530612245	861.795918367347	274.59183673469386	21.122448979591837	59.142857142857146	91.53061224489797	76.04081632653062	46.46938775510204	129.55102040816325	87.3061224489796	84.48979591836735	94.34693877551021	153.48979591836735	252.06122448979593	311.2040816326531	135.18367346938777	143.6326530612245	101.38775510204081	181.6530612244898	347.81632653061223	125.3265306122449	159.12244897959184	77.44897959183673	208.40816326530611	142.22448979591837	170.3877551020408	21.122448979591837	67.59183673469389	108.42857142857143	160.53061224489795	59.142857142857146	132.3673469387755	52.10204081632653	90.12244897959184	202.77551020408163	235.16326530612244	122.51020408163265	180.24489795918367	311.2040816326531	140.81632653061226	71.81632653061224	460.46938775510205	291.48979591836735
